cik,company_name,ticker
93859,STEAK & SHAKE CO,SNS
876717,ABERDEEN GLOBAL INCOME FUND INC,FCO
1412665,"MidWestOne Financial Group, Inc.",MOFG
844788,FISCHER WATT GOLD CO INC,FWGO
891288,QUESTCOR PHARMACEUTICALS INC,QCOR
1357615,"KBR, INC.",KBR
1100202,LENCO MOBILE INC.,LNCM
1452217,TPC Group Inc.,TXPI.PK
882796,BIOCRYST PHARMACEUTICALS INC,BCRX
910073,NEW YORK COMMUNITY BANCORP INC,NYB
87347,SCHLUMBERGER LTD /NV/,SLB
1225874,VSB BANCORP INC,VSBN
883981,MORTONS RESTAURANT GROUP INC,MRT
908187,"PCM FUND, INC.",PCM
1089044,LABRANCHE & CO INC,LAB
790500,ABERDEEN ASIA-PACIFIC INCOME FUND INC,FAX
944745,FIRST CITIZENS BANC CORP /OH,FCZA
786368,China Ritar Power Corp.,CRTP
825410,LANDAUER INC,LDR
33488,ESCALADE INC,ESCA
791907,LINEAR TECHNOLOGY CORP /CA/,LLTC
796655,ANTS SOFTWARE INC,ANTS
738214,"AE Biofuels, Inc.",AEBF
96763,TECHNITROL INC,TNL
1287668,"China Architectural Engineering, Inc.",CAEI
1126975,MAGELLAN MIDSTREAM PARTNERS LP,MMP
913345,MORGAN STANLEY INSURED MUNICIPAL SECURITIES,IMS
1034842,RIGEL PHARMACEUTICALS INC,RIGL
1062128,INKSURE TECHNOLOGIES INC.,INKS.OB
1130310,CENTERPOINT ENERGY INC,CNP
842891,MORGAN STANLEY MUNICIPAL PREMIUM INCOME TRUST,PIA
104169,WAL MART STORES INC,WMT
3545,ALICO INC,alco
1002135,WESTELL TECHNOLOGIES INC,WSTL
1286043,KITE REALTY GROUP TRUST,KRG
1069353,CONEXANT SYSTEMS INC,CNXT
779336,ABERDEEN AUSTRALIA EQUITY FUND INC,IAF
868780,"Dorman Products, Inc.",DORM
795266,KB HOME,KBH
908993,VAN KAMPEN ADVANTAGE MUNICIPAL INCOME TRUST II,VKI
912022,VAN KAMPEN SELECT SECTOR MUNICIPAL TRUST,VKL
876982,MORGAN STANLEY QUALITY MUNICIPAL INVESTMENT TRUST,IQT
1379810,"Ruby Creek Resources, Inc.",RBYC
1083318,INTERACTIVE INTELLIGENCE INC,ININ
1316835,"Builders FirstSource, Inc.",BLDR
1181506,PIMCO MUNICIPAL INCOME FUND III,PMX
917523,"Nexxus Lighting, Inc.",NEXS
815556,FASTENAL CO,FAST
826020,ING PRIME RATE TRUST,PPR
879101,KIMCO REALTY CORP,KIM
1139812,MB FINANCIAL INC     /MD,MBFI
879169,INCYTE CORP,INCY
1172358,DORCHESTER MINERALS LP,DMLP
894146,MORGAN STANLEY CALIFORNIA INSURED MUNICIPAL INCOME TRUST,IIC
1304740,Bridge Capital Holdings,bbnk
1244183,PIMCO FLOATING RATE INCOME FUND,PFL
1175416,STERLING GROUP VENTURES INC,SGGV
1022652,NOVATEL WIRELESS INC,NVTL
785815,ROCKY MOUNTAIN CHOCOLATE FACTORY INC,RMCF
837465,CALLAWAY GOLF CO,ELY
1318025,PIMCO Global StocksPLUS & Income Fund,PGP
861185,MORGAN STANLEY INSURED MUNICIPAL BOND TRUST,IMC
1160990,PIMCO CORPORATE INCOME FUND,PCN
867963,UNITED AMERICAN HEALTHCARE CORP,UAHC
919864,NORTHWEST INDIANA BANCORP,NWIN(OB)
1370030,"Flex Fuels Energy, Inc.",FXFL
913342,MORGAN STANLEY INSURED CALIFORNIA MUNICIPAL SECURITIES,ICS
1340041,"Complete Production Services, Inc.",CPX
1437491,Magnolia Solar Corp,MBSV.OB
895419,CREE INC,CREE
700564,FULTON FINANCIAL CORP,FULT
1170311,PIMCO NEW YORK MUNICIPAL INCOME FUND II,PNI
1368265,Clean Energy Fuels Corp.,CLNE
790526,"RadNet, Inc.",RDNT
727346,GLOBAL CASINOS INC,GBCS
1123596,"BAB, INC.",BABB
1140392,PIMCO MUNICIPAL INCOME FUND,PMF
1170300,PIMCO CALIFORNIA MUNICIPAL INCOME FUND II,PCK
880161,MORGAN STANLEY INSURED MUNICIPAL TRUST,IMT
885721,EXPRESS SCRIPTS INC,ESRX
898496,MORGAN STANLEY QUALITY MUNICIPAL SECURITIES,IQM
1219360,PIMCO HIGH INCOME FUND,PHK
1137789,Seagate Technology,STX
1028087,AMERICAN DENTAL PARTNERS INC,ADPI
1340282,Rosetta Resources Inc.,ROSE
1181504,PIMCO CALIFORNIA MUNICIPAL INCOME FUND III,PZC
1181505,PIMCO NEW YORK MUNICIPAL INCOME FUND III,PYN
1324105,"Bidz.com, Inc.",BIDZ
1170299,PIMCO MUNICIPAL INCOME FUND II,PML
1361872,"Westway Group, Inc.",WWAY
1166291,PINNACLE AIRLINES CORP,PNCL
1080099,INFORMATICA CORP,INFA
1372664,"COMVERGE, INC.",COMV
870753,NUMEREX CORP /PA/,NMRX
1228454,BCB BANCORP INC,BCBP
898618,MORGAN STANLEY CALIFORNIA QUALITY MUNICIPAL SECURITIES,IQC
1017793,SUN BANCORP INC /NJ/,SNBC
898037,DIMECO INC,DIMC
1071739,CENTENE CORP,CNC
706863,UNION BANKSHARES INC,UNB
1318641,CLEVELAND BIOLABS INC,CBLI
895531,VAN KAMPEN CALIFORNIA VALUE MUNICIPAL INCOME TRUST,VCV
786344,GAINSCO INC,GAN
1142417,NEXSTAR BROADCASTING GROUP INC,NXST
1085277,SKINVISIBLE INC,SKVI
1296250,PIMCO Floating Rate Strategy Fund,PFN
806172,SONO TEK CORP,sotk
1038205,BANK OF THE OZARKS INC,OZRK
1306830,Celanese CORP,CE
1104252,DDI CORP,DDIC
10456,BAXTER INTERNATIONAL INC,BAX
880892,VAN KAMPEN TRUST FOR INVESTMENT GRADE MUNICIPALS,VGM
1190935,PIMCO CORPORATE OPPORTUNITY FUND,PTY
877463,VAN KAMPEN MUNICIPAL TRUST,VKQ
1412350,PIMCO Income Opportunity Fund,PKO
1476763,China Food & Beverage Acquisition Corp.,NONE
707179,OLD NATIONAL BANCORP /IN/,ONB
1057327,COMCAM INC,CMCA
1402857,"Clear Skies Solar, Inc",CSKH.OB
1357459,"Neuralstem, Inc.",CUR
34956,"OXYGEN BIOTHERAPEUTICS, INC.",OXBT
885125,MORGAN STANLEY QUALITY MUNICIPAL INCOME TRUST,IQI
1378624,EastBridge Investment Group Corp,EBIG
1307259,Capstone Church Capital Fund,XCBFX
71557,NEW ULM TELECOM INC,NULM.OB
357264,PACIFIC CAPITAL BANCORP /CA/,PCBC
796655,ANTS SOFTWARE INC,ANTS.OB
1292426,GFI Group Inc.,GFIG
1171014,COSI INC,COSI
1472341,WESTERN ASSET GLOBAL CORPORATE DEFINED OPPORTUNITY FUND INC.,GDO
76334,PARKER HANNIFIN CORP,PH
1140410,PIMCO NEW YORK MUNICIPAL INCOME FUND,PNF
1140411,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,PCQ
880893,VAN KAMPEN TRUST FOR INSURED MUNICIPALS,VIM
66382,MILLER HERMAN INC,MLHR
916183,PIMCO STRATEGIC GLOBAL GOVERNMENT FUND INC,RCS
1478102,Western Asset Mortgage Defined Opportunity Fund Inc.,DMO
831967,KINETIC CONCEPTS INC,KCI
1099219,METLIFE INC,MET
29915,DOW CHEMICAL CO /DE/,DOW
1452575,Mead Johnson Nutrition Co,MJN
1265888,NEUSTAR INC,NSR
1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI
892160,"DERMA SCIENCES, INC.",DSCI
1254595,FIRST POTOMAC REALTY TRUST,FPO
940942,HUB GROUP INC,HUBG
66570,MINE SAFETY APPLIANCES CO,MSA
884905,PRAXAIR INC,PX
1126328,PRINCIPAL FINANCIAL GROUP INC,PFG
1301611,"LIFEPOINT HOSPITALS, INC.",LPNT
862831,FINANCIAL INSTITUTIONS INC,FISI
1385187,Covidien plc,COV
1339947,Viacom Inc.,"VIA, VIAB"
1465112,DIRECTV,DTV
945841,POOL CORP,POOL
1297996,"Digital Realty Trust, Inc.",DLR
807863,MITEK SYSTEMS INC,MITK.OB
42582,GOODYEAR TIRE & RUBBER CO /OH/,GT
792977,AMAG PHARMACEUTICALS INC.,AMAG
800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,HAR
1091171,BLUE NILE INC,NILE
1350072,"CMS Bancorp, Inc.",CMSB
822370,"CNS RESPONSE, INC.",CNSO.OB
1324424,"Expedia, Inc.",EXPE
1056239,L 3 COMMUNICATIONS HOLDINGS INC,LLL
1080131,"INTERNET BRANDS, INC.",INET
315131,PANHANDLE OIL & GAS INC,PHX
1320934,"International Coal Group, Inc.",ICO
107681,WINN DIXIE STORES INC,WINN
822370,"CNS RESPONSE, INC.",CNSO
356276,CITIZENS BANCSHARES CORP,CZBS
1376339,"MIMEDX GROUP, INC.",MDXG
1051470,CROWN CASTLE INTERNATIONAL CORP,CCI
1171529,TECHWELL INC,TWLL
1397911,LPL Investment Holdings Inc.,NONE
726728,REALTY INCOME CORP,O
14846,BRT REALTY TRUST,BRT
25793,CROSS A T CO,ATX
24741,CORNING INC /NY,GLW
319240,IRIS INTERNATIONAL INC,IRIS
1054905,INNOSPEC INC.,IOSP
1170650,MEDCO HEALTH SOLUTIONS INC,MHS
1143155,HAMPTON ROADS BANKSHARES INC,HMPR
104897,"WSI INDUSTRIES, INC.",WSCI
1090403,"CATALYST HEALTH SOLUTIONS, INC.",CHSI
1364885,"Spirit AeroSystems Holdings, Inc.",SPR
1309402,"Green Plains Renewable Energy, Inc.",GPRE
1118037,MATHSTAR INC,MATH.PK
1458891,Noble Corp / Switzerland,NE
1169561,COMMVAULT SYSTEMS INC,CVLT
1413898,A. H. Belo CORP,AHC
1342960,DIVX INC,DIVX
1095073,EVEREST RE GROUP LTD,RE
891024,"PATTERSON COMPANIES, INC.",PDCO
745456,MONROE BANCORP,MROE
706688,AARON'S INC,AAN
1086740,DELTATHREE INC,DDDC
1029199,EURONET WORLDWIDE INC,EEFT
851249,"FORTUNE INDUSTRIES, INC.",FFI
753568,EXAR CORP,EXAR
1466538,"COWEN GROUP, INC.",COWN
1040799,FOUR OAKS FINCORP INC,FOFN
749251,GARTNER INC,IT
1053706,"CRA INTERNATIONAL, INC.",CRAI
350698,"AUTONATION, INC.",AN
1254419,MEDASSETS INC,MDAS
1415022,WSB Holdings Inc,WSB
1098659,MEDIACOM COMMUNICATIONS CORP,MCCC
354964,HSBC Finance Corp,HFCPRB
828878,"GREAT CHINA INTERNATIONAL HOLDINGS, INC.",GCIH
1059272,"bebe stores, inc.",BEBE
1021096,ROOMLINX INC,RMLX
70866,NCR CORP,NCR
936340,DTE ENERGY CO,DTE
718130,INTEGRAL SYSTEMS INC /MD/,ISYS
319450,ZILOG INC,zilg
1324592,Enterprise GP Holdings L.P.,EPE
1034670,AUTOLIV INC,ALV
1104349,CAPELLA EDUCATION CO,CPLA
1300514,LAS VEGAS SANDS CORP,LVS
1070045,"China Integrated Energy, Inc.",CBEH
1137547,UNITED SECURITY BANCSHARES,UBFO
1100682,CHARLES RIVER LABORATORIES INTERNATIONAL INC,CRL
1179755,ENDURANCE SPECIALTY HOLDINGS LTD,ENH
1364479,HERTZ GLOBAL HOLDINGS INC,HTZ
11544,BERKLEY W R CORP,WRB
1048501,"XFormity Technologies, Inc.",XFMY
1374783,MSB FINANCIAL CORP.,MSBF
88941,SEMTECH CORP,SMTC
920522,ESSEX PROPERTY TRUST INC,ESS
1471088,"OBA Financial Services, Inc.",OBAF
356841,FRANKLIN ELECTRONIC PUBLISHERS INC,FEP
55785,KIMBERLY CLARK CORP,KMB
701221,CIGNA CORP,CI
57528,LANCE INC,LNCE
89800,SHERWIN WILLIAMS CO,SHW
217346,TEXTRON INC,TXT
1058767,BIOMODA INC/NM,BMOD
832101,IDEX CORP /DE/,IEX
1060990,QUICKSILVER RESOURCES INC,KWK
1271245,FREMONT MICHIGAN INSURACORP INC,FMMH
1117045,"Trycera Financial, Inc.",TRYF.OB
891014,MINERALS TECHNOLOGIES INC,MTX
875045,BIOGEN IDEC INC.,BIIB
1365790,"GLG Partners, Inc.",GLG
896841,"AVID TECHNOLOGY, INC.",AVID
715957,DOMINION RESOURCES INC /VA/,D
923118,HOME PROPERTIES INC,HME
102037,UNIVERSAL CORP /VA/,UVV
768251,ALTERA CORP,ALTR
850693,ALLERGAN INC,AGN
1065034,MAGMA DESIGN AUTOMATION INC,LAVA
835729,BMC SOFTWARE INC,BMC
1318482,BINGO.COM LTD.,BNGOF
709283,QUANTUM CORP /DE/,QTM
805264,GEORGIA GULF CORP /DE/,GGC
34088,EXXON MOBIL CORP,XOM
787253,NATURAL ALTERNATIVES INTERNATIONAL INC,NAII
763744,DREW INDUSTRIES INC,DW
1165002,WESTWOOD HOLDINGS GROUP INC,WHG
225263,NEWPORT CORP,NEWP
1095600,BLUE COAT SYSTEMS INC,BCSI
944314,SOVRAN SELF STORAGE INC,sss
885590,BIOVAIL CORP INTERNATIONAL,BVF
731012,HEALTHCARE SERVICES GROUP INC,HCSG
1388319,"BIOHEART, INC.",bhrt.ob
48039,HOLLY CORP,HOC
1138118,CB RICHARD ELLIS GROUP INC,CBG
817366,VCA ANTECH INC,WOOF
802681,BRYN MAWR BANK CORP,BMTC
886158,BED BATH & BEYOND INC,BBBY
1445625,NEXAIRA WIRELESS INC.,NXWI
1092662,"CHEMBIO DIAGNOSTICS, INC.",CEMI
64040,MCGRAW-HILL COMPANIES INC,MHP
918946,BRIGHTPOINT INC,CELL
1006830,CONSUMERS BANCORP INC /OH/,cbkm.ob
894738,EASYLINK SERVICES INTERNATIONAL CORP,ESIC
933454,VOXWARE INC,VOXW
1069183,TASER INTERNATIONAL INC,TASR
1075531,PRICELINE COM INC,PCLN
865436,WHOLE FOODS MARKET INC,WFMI
882235,LINCARE HOLDINGS INC,LNCR
1001288,LEXMARK INTERNATIONAL INC /KY/,LXK
51434,INTERNATIONAL PAPER CO /NEW/,IP
75208,OVERSEAS SHIPHOLDING GROUP INC,OSG
1101302,ENTEGRIS INC,ENTG
1415684,Tone in Twenty,TTWZ
1223533,"Tremont Fair, Inc.",TMTF
1296205,Zagg INC,ZAGG
1158463,JETBLUE AIRWAYS CORP,JBLU
277135,GRAINGER W W INC,GWW
781891,LML PAYMENT SYSTEMS INC,LMLP
1010002,COLUMBIA BANCORP \OR\,CBBO
1379378,Duncan Energy Partners L.P.,DEP
704532,NANOMETRICS INC,NANO
1162862,"Wonder Auto Technology, Inc",WATG
946644,HEMISPHERX BIOPHARMA INC,HEB
1276591,HANSEN MEDICAL INC,HNSN
802481,PILGRIMS PRIDE CORP,PPC
1364099,"Innophos Holdings, Inc.",IPHS
8411,ATWOOD OCEANICS INC,ATW
1398551,"Yongye International, Inc.",YONG
1012771,FBL FINANCIAL GROUP INC,FFG
874866,CORVEL CORP,CRVL
1034760,WIDEPOINT CORP,WYY
926282,ADTRAN INC,ADTN
1336917,"Under Armour, Inc.",UA
768262,SYBASE INC,SYBS
1117297,"QUINSTREET, INC",QNST
1028318,MICRUS ENDOVASCULAR CORP,MEND
18349,SYNOVUS FINANCIAL CORP,SNV
57139,LABARGE INC,LB
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH
1360564,"Gold Bag, Inc.",GBGI
1375063,SYNTHESIS ENERGY SYSTEMS INC,SYMX
1371446,FBR CAPITAL MARKETS CORP,FBCM
1131227,HORNBECK OFFSHORE SERVICES INC /LA,HOS
1223533,"Tremont Fair, Inc.",TMTF`
1078271,EXTREME NETWORKS INC,EXTR
1392091,"Blueknight Energy Partners, L.P.",BKEP
98362,TIMKEN CO,TKR
83246,HSBC USA INC /MD/,HBA
1023734,"BPZ RESOURCES, INC.",BPZ
4977,AFLAC INC,AFL
320431,"UNIFIED GROCERS, INC.",none
99106,TRANS LUX CORP,tlx
768262,SYBASE INC,SY
1299709,"BofI Holding, Inc.",BOFI
47518,"Hill-Rom Holdings, Inc.",HRC
23503,CONOLOG CORP,CNLG
30302,DUCKWALL ALCO STORES INC,DUCK
911160,RF MICRO DEVICES INC,RFMD
868278,QUIGLEY CORP,QGLY
1173738,CDEX INC,CEXI.OB
1001250,ESTEE LAUDER COMPANIES INC,EL
1396279,"hhgregg, Inc.",HGG
902274,LIBBEY INC,LBY
832370,FLINT TELECOM GROUP INC.,FLTTE
790359,NBT BANCORP INC,NBTB
1140859,AMERISOURCEBERGEN CORP,ABC
789570,MGM MIRAGE,MGM
854701,INTEGRATED SILICON SOLUTION INC,ISSI
1024075,POWER EFFICIENCY CORP,PEFF
72170,MILLENNIUM BIOTECHNOLOGIES GROUP INC,MBTG
814676,CPS TECHNOLOGIES CORP/DE/,CPSH.OB
33769,EVANS BOB FARMS INC,BOBE
721765,LL&E ROYALTY TRUST,LRTR
1068912,FIRST PLACE FINANCIAL CORP /DE/,FPFC
1430286,Future Canada China Environment Inc.,FCCE
1117045,"Trycera Financial, Inc.",TRYF
1230245,PIPER JAFFRAY COMPANIES,PJC
1120295,IXIA,XXIA
1176325,Skinny Nutritional Corp.,SKNY.OB
1099234,"TBC GLOBAL NEWS NETWORK, INC.",TGLN
97196,AMERICAN INDEPENDENCE CORP,AMIC
1365555,"Amtrust Financial Services, Inc.",AFSI
1259429,TICC Capital Corp.,TICC
859163,AVX CORP,AVX
928022,CALLON PETROLEUM CO,CPE
1292518,Blackwater Midstream Corp.,BWMS
885978,U S PHYSICAL THERAPY INC /NV,USPH
6951,APPLIED MATERIALS INC /DE,AMAT
1024795,SUN HYDRAULICS CORP,SNHY
356213,PINNACLE ENTERTAINMENT INC,PNK
1383960,"TRINITYCARE SENIOR LIVING, INC.",TCSR
64803,CVS CAREMARK CORP,CVS
884731,ARIAD PHARMACEUTICALS INC,ARIA
1373988,Essex Rental Corp.,ESSX
892907,SPORT CHALET INC,SPCH
1022646,ULTRA PETROLEUM CORP,UPL
949157,CENTURY ALUMINUM CO,CENX
1179090,"Bonds.com Group, Inc.",BDCG
878088,"PAR PHARMACEUTICAL COMPANIES, INC.",PRX
71829,NEWPARK RESOURCES INC,NR
1289790,Macquarie Infrastructure CO LLC,MIC
792985,HEALTH MANAGEMENT ASSOCIATES INC,HMA
1477499,BlackRock Core Alternatives FB Portfolio LLC,
38264,FORWARD INDUSTRIES INC,FORD
3673,"ALLEGHENY ENERGY, INC",AYE
1449332,BlackRock Core Alternatives Portfolio LLC,
1419581,FEDERAL MOGUL CORP,FDML
1302707,"Horizon Lines, Inc.",HRZ
891098,STERLING BANCSHARES INC,SBIB
1403275,FIRST TRUST ACTIVE DIVIDEND INCOME FUND,FAV
893739,HARRIS & HARRIS GROUP INC /NY/,TINY
1323468,GLOBAL PARTNERS LP,GLP
1430682,"Granto, Inc.",GNTQ
904080,STONE ENERGY CORP,SGY
17313,CAPITAL SOUTHWEST CORP,CSWC
93556,"STANLEY BLACK & DECKER, INC.",SWK
1393744,"EnergySolutions, Inc.",ES
1331301,"SMART BALANCE, INC.",SMBL
1449331,BlackRock Core Alternatives TEI Portfolio LLC,
808326,EMCORE CORP,EMKR
1923,"SERVIDYNE, INC.",SERV
785787,AEP INDUSTRIES INC,AEPI
1085869,PERFICIENT INC,PRFT
1413329,Philip Morris International Inc.,PM
357173,OLD SECOND BANCORP INC,OSBC
858877,CISCO SYSTEMS INC,CSCO
1353487,MAGNEGAS CORP,MNGA
1136655,ARBINET Corp,ARBX
1136893,"Fidelity National Information Services, Inc.",FIS
1324344,CASCADE TECHNOLOGIES CORP,CSDT
906709,NEKTAR THERAPEUTICS,NKTR
866374,FLEXTRONICS INTERNATIONAL LTD.,FLEX
909494,TUCOWS INC /PA/,tcx
1383529,"NovaRay Medical, Inc.",NONE
1041954,ITC DELTACOM INC,ITCD.OB
723458,STATE BANCORP INC,stbc
1337885,"dELiAs, Inc.",DLIA
786620,CIMETRIX INC,CMXX.OB
1366292,"Penn Virginia GP Holdings, L.P.",PVG
1059262,STANDARD PARKING CORP,STAN
1063761,SIMON PROPERTY GROUP INC /DE/,SPG
704051,LEGG MASON INC,LM
1477498,BlackRock Core Alternatives FB TEI Portfolio LLC,
884217,MENS WEARHOUSE INC,MW
716634,READING INTERNATIONAL INC,RDI
1289340,"Stereotaxis, Inc.",STXS
760498,BANCFIRST CORP /OK/,BANF
1106838,"Chanticleer Holdings, Inc.",CCLR
1095651,ISTAR FINANCIAL INC,SFI
915913,ALBEMARLE CORP,ALB
1100412,ARRAY BIOPHARMA INC,ARRY
74818,ORBIT INTERNATIONAL CORP,ORBT
1011657,TITANIUM METALS CORP,TIE
1140536,WILLIS GROUP HOLDINGS PLC,WSH
832489,"GeoVax Labs, Inc.",GOVX.OB
908315,WINMARK CORP,WINA
1393726,Care Investment Trust Inc.,CRE
885317,OPHTHALMIC IMAGING SYSTEMS,OISI
1411846,"HERE ENTERPRISES, INC.",HRTE
1388855,"Deer Consumer Products, Inc.",DEER
1277270,"Telanetix,Inc",TNXI
1353741,"OCM HoldCo, LLC",NONE
1002517,"Nuance Communications, Inc.",NUAN
715787,INTERFACE INC,IFSIA
708819,MCDERMOTT INTERNATIONAL INC,MDR
1337013,"InfuSystem Holdings, Inc",INHI.OB
351017,AUTOINFO INC,AUTO
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,CEDC
1302624,FIRST TRUST/ABERDEEN GLOBAL OPPORTUNITY INCOME FUND,FAM
351817,SWIFT ENERGY CO,SFY
29002,DIODES INC /DEL/,DIOD
1094742,MAINSTREET BANKSHARES INC,MREE
1304421,"Consolidated Communications Holdings, Inc.",CNSL
700863,SUSQUEHANNA BANCSHARES INC,SUSQ
1324344,CASCADE TECHNOLOGIES CORP,csdt
1312165,"Gulf United Energy, Inc.",GLFE
723906,MIRACOR DIAGNOSTICS INC,MRDG
1121702,"METABOLIX, INC.",MBLX
23082,COMPUTER SCIENCES CORP,CSC
1276469,MACQUARIE/FIRST TRUST GLOBAL INFRASTR/UTIL DIV & INC FUND,MFD
1092914,ATLAS PIPELINE PARTNERS LP,APL
37785,FMC CORP,FMC
1066254,ECB BANCORP INC,ECBE
1347218,"Atlas Pipeline Holdings, L.P.",AHD
705432,SOUTHSIDE BANCSHARES INC,SBSI
1003078,MSC INDUSTRIAL DIRECT CO INC,MSM
1144980,ASBURY AUTOMOTIVE GROUP INC,ABG
877476,AMERICA SERVICE GROUP INC /DE,ASGR
1094320,"JESUP & LAMONT, INC.",JLI
1005731,IDT CORP,"IDT,IDT.C"
883293,VALASSIS COMMUNICATIONS INC,VCI
1165216,BLACKROCK STRATEGIC BOND TRUST,BHD
1419583,Cellteck Inc.,CLTK
1350770,Black Tusk Minerals Inc.,bktk
88415,SECURITIES FUNDING CORP,VMO
1111665,TELECOMMUNICATION SYSTEMS INC /FA/,TSYS
837173,"Walter Energy, Inc.",WLT
1302709,"Georgetown Bancorp, Inc.",GTWN
937556,MASIMO CORP,MASI
1027183,FIRST SOUTH BANCORP INC /VA/,FSBK
916085,HEALTH NET INC,HNT
1424804,"EAST FORK BIODIESEL, LLC",EAST FORK
319450,ZILOG INC,zlog
763730,GALLERY OF HISTORY INC,HIST
73309,NUCOR CORP,NUE
92679,SPARTON CORP,SPA
924168,"ENERGY FOCUS, INC/DE",EFOI
43920,GREIF INC,"GEF,GEF.B"
945699,IXYS CORP /DE/,IXYS
38725,FRANKLIN ELECTRIC CO INC,fele
1370946,Owens Corning,OC
892553,CHART INDUSTRIES INC,GTLS
911649,STRATEGIC DIAGNOSTICS INC/DE/,SDIX
1299688,"optionsXpress Holdings, Inc.",OXPS
1074458,HORIZON BANCORPORATION INC,HZNB
799526,FLANDERS CORP,FLDR
1097264,ALLOS THERAPEUTICS INC,ALTH
1344154,Emergency Medical Services CORP,EMS
1479238,Nuveen Mortgage Opportunity Term Fund 2,JMT
1046327,REALNETWORKS INC,RNWK
815097,CARNIVAL CORP,CCL
230557,SELECTIVE INSURANCE GROUP INC,SIGI
1171500,PLATINUM UNDERWRITERS HOLDINGS LTD,PTP
1326160,Duke Energy CORP,DUK
1115222,DUN & BRADSTREET CORP/NW,DNB
929994,ASSISTED LIVING CONCEPTS INC,ALC
1038773,CORNERSTONE BANCSHARES INC,CSBQ
732485,GENZYME CORP,GENZ
827809,QLT INC/BC,QLTI
896159,ACE Ltd,ACE
922330,REGI U S INC,RGUS
789073,FORTUNE BRANDS INC,FO
62709,"MARSH & MCLENNAN COMPANIES, INC.",MMC
911109,MOBILE MINI INC,MINI
737210,LNB BANCORP INC,LNBB
1043277,C H ROBINSON WORLDWIDE INC,CHRW
3116,AKORN INC,AKRX
1037676,ARCH COAL INC,ACI
1027884,CHICAGO BRIDGE & IRON CO N V,CBI
946673,BANNER CORP,BANR
12927,BOEING CO,BA
1160791,GOLD RESOURCE CORP,GORO
944695,"HANOVER INSURANCE GROUP, INC.",THG
932111,MICREL INC,MCRL
96021,SYSCO CORP,SYY
1094392,RUDOLPH TECHNOLOGIES INC,RTEC
914122,MFRI INC,MFRI
2488,ADVANCED MICRO DEVICES INC,AMD
1360530,"Vitamin Shoppe, Inc.",VSI
1101215,ALLIANCE DATA SYSTEMS CORP,ADS
96289,RADIOSHACK CORP,RSH
931948,STILLWATER MINING CO /DE/,swc
784199,CRYOLIFE INC,CRY
319450,ZILOG INC,ZILG
1122101,"EPIC ENERGY RESOURCES, INC.",EPCC
890801,"McAfee, Inc.",MFE
1090425,LAMAR ADVERTISING CO/NEW,LAMR
916230,PROTECTION ONE INC,PONE
31235,EASTMAN KODAK CO,EK
18926,CENTURYTEL INC,CTL
798081,LAKELAND INDUSTRIES INC,Lake
918581,CIBER INC,CBR
1174228,"NURX PHARMACEUTICALS, INC.",NUXP.OB
32198,EMS TECHNOLOGIES INC,ELMG
1363598,"Regal Life Concepts, Inc.",RGLC
216039,GRUBB & ELLIS CO,GBE
66479,MILLIPORE CORP /MA,MIL
884713,COTT CORP /CN/,COT
896262,AMEDISYS INC,AMED
216539,MEDIA GENERAL INC,MEG
1000180,SANDISK CORP,SNDK
1406587,Forestar Group Inc.,FOR
1125259,CARNIVAL PLC,CUK
94049,STEPAN CO,SCL
1036070,StellarOne CORP,STEL
1301063,"Alpha Natural Resources, Inc.",ANR
1196877,EATON VANCE PENNSYLVANIA MUNICIPAL BOND FUND,EIP
1399356,CHINA BAICAOTANG MEDICINE Ltd,CBNI
92380,SOUTHWEST AIRLINES CO,LUV
940332,ANADIGICS INC,ANAD
878930,AMERICAN STRATEGIC INCOME PORTFOLIO INC,ASP
1437395,SWISSINSO HOLDING INC.,SWHN.OB
1111710,PR SPECIALISTS INC,PRNC
868725,RENTECH INC /CO/,RTK
792013,HARLEYSVILLE GROUP INC,HGIC
1074686,EATON VANCE OHIO MUNICIPAL INCOME TRUST,EVO
1108924,OPNET TECHNOLOGIES INC,OPNT
94344,STEWART INFORMATION SERVICES CORP,STC
354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,SHEN
16732,CAMPBELL SOUP CO,CPB
1196876,EATON VANCE OHIO MUNICIPAL BOND FUND,EIO
949874,YOUNG INNOVATIONS INC,YDNT
54480,KANSAS CITY SOUTHERN,KSU
1177162,EATON VANCE NEW YORK MUNICIPAL BOND FUND,ENX
315449,UQM TECHNOLOGIES INC,UQM
1331427,"Agfeed Industries, Inc",FEED
10329,BASSETT FURNITURE INDUSTRIES INC,BSET
1200528,EN2GO INTERNATIONAL INC,ETGI
1453820,PENN MILLERS HOLDING CORP,PMIC
1309082,"LUCAS ENERGY, INC.",lei
934868,PROGINET CORP,PRGF
1373980,"Heelys, Inc.",[HLYS]
1084031,"INTEGRATED ENVIRONMENTAL TECHNOLOGIES, LTD.",IEVM
1260996,AMERICAN DEFENSE SYSTEMS INC,EAG
1164012,CN Dragon Corp,DTGN
1125376,"ENSIGN GROUP, INC",ENSG
