tag,company_count,value_count,avg_values_per_company,units
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,22,232,10.55,USD
CostMethodInvestmentsRealizedGainLoss,22,326,14.82,USD
OtherPreferredStockDividendsAndAdjustments,22,509,23.14,USD
RegulatoryLiabilities,22,707,32.14,USD
RegulatoryAssets,22,721,32.77,USD
AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount,22,759,34.5,USD
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsAndTax,22,474,21.55,USD
CommonStockSharesHeldInEmployeeTrustShares,22,646,29.36,shares
CededPremiumsEarned,22,721,32.77,USD
StockholdersEquityPeriodIncreaseDecrease,22,378,17.18,USD
AssetRetirementObligationPeriodIncreaseDecrease,22,177,8.05,USD
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersPriorYearClaimsAndClaimsAdjustmentExpense,22,1146,52.09,USD
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersCurrentYearClaimsAndClaimsAdjustmentExpense,22,1248,56.73,USD
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,22,111,5.05,USD
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,22,137,6.23,USD
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,22,273,12.41,USD
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,22,254,11.55,shares
ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,22,218,9.91,USD
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterest,22,832,37.82,USD
ValuationAllowancesAndReservesRecoveries,22,549,24.95,USD
OtherInventory,22,629,28.59,USD
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,22,131,5.95,"Rate, pure"
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,22,364,16.55,USD
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,22,1332,60.55,USD
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,22,513,23.32,USD
SelfInsuranceReserveNoncurrent,22,806,36.64,USD
CapitalizedContractCostNetCurrent,22,586,26.64,USD
PaymentsForAdvanceToAffiliate,22,401,18.23,USD
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,22,235,10.68,pure
DisposalGroupIncludingDiscontinuedOperationInventoryCurrent,22,121,5.5,USD
OtherCommitmentDueInFifthYear,22,155,7.05,USD
CommunicationsAndInformationTechnology,22,3147,143.05,USD
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPortionAttributableToParent,22,713,32.41,USD
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements,22,154,7.0,USD
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,22,385,17.5,"pure, Rate"
CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,22,1092,49.64,USD
FinancingReceivableModificationsNumberOfContracts2,22,1565,71.14,"my_loan, Loan, contract, modified_loan, USD, modification, loan, item, Obligator, pure, Account, number, Contract, loans, contracts, customer, Modification, obligor, SecurityLoan, Obligors, account, Contracts"
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm,22,37,1.68,"pure, Year, USD, Number, Years"
DeferredTaxAssetsUnrealizedLossesOnTradingSecurities,22,283,12.86,USD
ForeignCurrencyDerivativeLiabilitiesAtFairValue,21,169,8.05,USD
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,21,979,46.62,USD
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,21,181,8.62,USD
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,21,405,19.29,USD
ConvertiblePreferredStockSharesIssuedUponConversion,21,71,3.38,shares
OtherBorrowings,21,832,39.62,USD
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,21,487,23.19,USD
IncomeTaxReconciliationTaxContingenciesOther,21,178,8.48,USD
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,21,225,10.71,USD
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,21,215,10.24,USD
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,21,550,26.19,USD
DeferredGainLossOnDiscontinuationOfFairValueHedge,21,344,16.38,USD
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,21,551,26.24,USD
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,21,280,13.33,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear1,21,1176,56.0,USD
InterestRateCashFlowHedgeLiabilityAtFairValue,21,202,9.62,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears1,21,1176,56.0,USD
ConvertibleDebtNoncurrent,21,592,28.19,USD
UtilitiesOperatingExpenseMaintenanceAndOperations,21,1951,92.9,USD
LoansPayable,21,347,16.52,"USD, EUR"
OtherComprehensiveIncomeLossForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax,21,134,6.38,USD
DirectPremiumsEarned,21,736,35.05,USD
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,21,303,14.43,USD
AllowanceForLoanAndLeaseLossesWriteoffsNet,21,1063,50.62,USD
InterestIncomeExpenseAfterProvisionForLoanLoss,21,4207,200.33,USD
AccountsReceivableGross,21,473,22.52,USD
BridgeLoan,21,74,3.52,USD
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,21,483,23.0,USD
AllowanceForNotesAndLoansReceivableCurrent,21,796,37.9,USD
AllowanceForNotesAndLoansReceivableNoncurrent,21,775,36.9,USD
LineOfCreditFacilityMaximumAmountOutstandingDuringPeriod,21,278,13.24,"USD, EUR"
InventorySuppliesNetOfReserves,21,1374,65.43,USD
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment,21,706,33.62,"pure, Rate"
CapitalLeasesFutureMinimumPaymentsReceivable,21,295,14.05,USD
DueToRelatedPartiesCurrentAndNoncurrent,21,305,14.52,USD
PaymentsForProceedsFromLoansReceivable,21,1031,49.1,USD
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionFairValue,21,804,38.29,USD
TemporaryEquityOtherChanges,21,393,18.71,USD
StockIssuedDuringPeriodValueEmployeeStockOwnershipPlan,21,658,31.33,USD
GainOrLossOnSaleOfStockInSubsidiary,21,162,7.71,USD
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,21,520,24.76,USD
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,21,455,21.67,USD
IncomeLossFromSubsidiariesNetOfTax,21,727,34.62,USD
GainLossOnRepurchaseOfDebtInstrument,21,290,13.81,USD
DeferredTaxLiabilitiesFinancingArrangements,21,333,15.86,USD
SecuritiesSoldUnderAgreementsToRepurchaseGross,21,1064,50.67,USD
FinancingReceivable,21,166,7.9,USD
UnrealizedGainLossOnSecurities,21,328,15.62,USD
DefinedBenefitPlanPurchasesSalesAndSettlements,21,131,6.24,USD
ForeignCurrencyDerivativeAssetsAtFairValue,21,168,8.0,USD
NotionalAmountOfForeignCurrencyDerivativePurchaseContracts,21,222,10.57,"CAD, USD, EUR"
PublicUtilitiesPropertyPlantAndEquipmentNet,21,1122,53.43,USD
RedemptionPremium,21,166,7.9,USD
AccountsPayableCurrentAndNoncurrent,21,970,46.19,USD
IndefiniteLivedTradeNames,21,643,30.62,USD
EffectiveIncomeTaxRateReconciliationDispositionOfAssets,21,238,11.33,pure
ExplorationExpense,21,2991,142.43,USD
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss,21,371,17.67,USD
AllowanceForDoubtfulOtherReceivablesCurrent,21,775,36.9,USD
SeniorNotesCurrent,21,197,9.38,USD
DefinedBenefitPlanActuarialGainLossImmediateRecognitionAsComponentInNetPeriodicBenefitCostCredit,21,337,16.05,USD
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsPercent,21,100,4.76,pure
DeferredFinanceCostsCurrentNet,21,278,13.24,USD
CashCollateralForBorrowedSecurities,21,247,11.76,USD
PaymentsToAcquireLoansReceivable,21,877,41.76,USD
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,21,378,18.0,USD
TaxesOther,20,1369,68.45,USD
HeldToMaturitySecuritiesCurrent,20,553,27.65,USD
PaymentsToAcquireOilAndGasProperty,20,556,27.8,USD
PaymentsForHedgeInvestingActivities,20,494,24.7,USD
ReinsuranceEffectOnClaimsAndBenefitsIncurredAmountCeded,20,642,32.1,USD
DebtConversionConvertedInstrumentSharesIssued1,20,100,5.0,shares
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,20,59,2.95,USD
TimeDeposits100000OrMore,20,462,23.1,USD
TimeDepositMaturitiesAfterYearFive,20,311,15.55,USD
TierOneLeverageCapitalRequiredToBeWellCapitalizedToAverageAssets,20,304,15.2,"pure, Rate"
DeferredTaxLiabilitiesOtherFiniteLivedAssets,20,274,13.7,USD
CostMethodInvestmentsAggregateCarryingAmount,20,287,14.35,USD
PensionExpenseReversalOfExpenseNoncash,20,399,19.95,USD
ProceedsFromIssuanceOfConvertiblePreferredStock,20,246,12.3,USD
StockholdersEquityNoteStockSplitConversionRatio,20,82,4.1,"pure, Securities, commonshares, Ratio, shares"
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation,20,114,5.7,USD
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,20,351,17.55,USD
NotionalAmountOfOtherDerivativesNotDesignatedAsHedgingInstruments,20,219,10.95,"USD, EUR"
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditAfterTax,20,355,17.75,USD
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,20,899,44.95,USD
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnDilutedEarningsPerShare,20,81,4.05,"pure, USD"
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,20,133,6.65,shares
PrescriptionDrugSubsidyReceiptsNextTwelveMonths,20,72,3.6,USD
SeparateAccountAssets,20,1568,78.4,USD
TradingSecuritiesFairValueDisclosure,20,222,11.1,USD
SeparateAccountsLiability,20,1720,86.0,USD
EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital,20,357,17.85,USD
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,20,200,10.0,USD
DebtInstrumentDecreaseRepayments,20,76,3.8,"USD, EUR"
CommonStockIncludingAdditionalPaidInCapital,20,510,25.5,USD
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,20,112,5.6,USD
AllowanceForDoubtfulAccountsReceivableNoncurrent,20,877,43.85,USD
DeferredTaxLiabilitiesGrossCurrent,20,109,5.45,USD
OtherThanTemporaryImpairmentLossDebtSecuritiesPortionRecognizedInEarnings,20,343,17.15,USD
DeferredTaxLiabilitiesDeferredExpenseCapitalizedSoftware,20,433,21.65,USD
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,20,45,2.25,USD
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,20,673,33.65,USD
DerivativeAssetNotionalAmount,20,651,32.55,USD
ConvertibleDebt,20,269,13.45,USD
ProceedsFromIssuanceOfSubordinatedLongTermDebt,20,305,15.25,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaid,20,317,15.85,USD
CapitalToRiskWeightedAssets,20,436,21.8,"pure, Rate"
SaleOfStockConsiderationReceivedOnTransaction,20,115,5.75,USD
AvailableForSaleSecuritiesPledgedAsCollateral,20,554,27.7,USD
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,20,669,33.45,USD
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,20,1295,64.75,USD
WeightedAverageNumberOfSharesRestrictedStock,20,1141,57.05,shares
SaleLeasebackTransactionDeferredGainNet,20,513,25.65,USD
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,20,173,8.65,"pure, security, investments, investment, Investment, Securities, Security, shares, SecuritiesHold, positions, securities"
ServicingAssetAtFairValueAmount,20,1845,92.25,USD
ForeignCurrencyExchangeRateTranslation1,20,203,10.15,"pure, GBP/USD, USD/CAD, EUR/USD, USD/GBP, JPY/USD, VEF, VEF/USD, SEK/USD, USD/EUR, VEB/USD"
AssumedPremiumsEarned,20,605,30.25,USD
TierOneRiskBasedCapital,20,494,24.7,USD
DebtInstrumentConvertibleConversionPrice,20,47,2.35,USD
CommercialPaperAtCarryingValue,20,157,7.85,USD
OffBalanceSheetCreditLossLiability,20,949,47.45,USD
AmortizationOfDeferredHedgeGains,20,747,37.35,USD
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,20,142,7.1,USD
PrepaidExpenseAndOtherAssets,20,707,35.35,USD
TransferOfPortfolioLoansAndLeasesToHeldForSale1,20,885,44.25,USD
ValuationAllowancesAndReservesPeriodIncreaseDecrease,20,156,7.8,USD
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,20,860,43.0,USD
FinancingReceivableRecordedInvestment60To89DaysPastDue,20,469,23.45,USD
AmountOfIneffectivenessOnNetInvestmentHedges,20,315,15.75,USD
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,20,82,4.1,USD
LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest,20,784,39.2,USD
DebtInstrumentConvertibleConversionRatio,20,72,3.6,"pure, Rate, integer, USD, shares"
GainLossOnForeignCurrencyFairValueHedgeDerivatives,20,213,10.65,USD
ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,20,957,47.85,USD
StockIssuedDuringPeriodSharesOther,20,309,15.45,shares
HeldToMaturitySecuritiesDebtMaturitiesFairValue,20,210,10.5,USD
DueToAffiliateNoncurrent,20,541,27.05,USD
PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedInterest,20,1137,56.85,USD
EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit,19,119,6.26,"pure, Rate"
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,19,362,19.05,USD
LoansReceivableHeldForSaleNetNotPartOfDisposalGroup,19,961,50.58,USD
UnearnedPremiums,19,2027,106.68,USD
NoninterestBearingDepositLiabilities,19,1710,90.0,USD
AllowanceForLoanAndLeaseLossesProvisionForLossGross,19,289,15.21,USD
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,19,574,30.21,USD
IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments,19,188,9.89,USD
TierOneRiskBasedCapitalToRiskWeightedAssets,19,439,23.11,pure
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,19,876,46.11,USD
ProductWarrantyExpense,19,419,22.05,USD
FinancingReceivableRecordedInvestment30To59DaysPastDue,19,465,24.47,USD
DeferredTaxLiabilitiesDeferredExpenseDeferredPolicyAcquisitionCost,19,460,24.21,USD
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,19,159,8.37,pure
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,19,80,4.21,USD
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,19,310,16.32,USD
SaleLeasebackTransactionNetBookValue,19,138,7.26,USD
MarketingExpense,19,1061,55.84,USD
LongLivedAssetsHeldForSaleImpairmentCharge,19,49,2.58,USD
UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,19,789,41.53,USD
DecreaseInRestrictedCash,19,257,13.53,USD
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax,19,116,6.11,USD
DeferredTaxAndOtherLiabilitiesNoncurrent,19,548,28.84,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPriceOfferingDate,19,117,6.16,"pure, Rate"
DebtSecuritiesAvailableForSaleAllowanceForCreditLossNotPreviouslyRecorded,19,368,19.37,USD
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,19,119,6.26,USD
PurchaseCommitmentRemainingMinimumAmountCommitted,19,210,11.05,USD
InterestRateFairValueHedgeLiabilityAtFairValue,19,181,9.53,USD
CashDividendsPaidToParentCompany,19,227,11.95,"GBP, USD"
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,19,99,5.21,USD
LossContingencyAccrualCarryingValuePayments,19,335,17.63,USD
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesBeforeReclassificationAdjustmentsTax,19,719,37.84,USD
SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,19,149,7.84,"pure, Rate"
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,19,160,8.42,USD
IncomeTaxEffectsAllocatedDirectlyToEquity,19,392,20.63,USD
PrescriptionDrugSubsidyReceiptsYearTwo1,19,63,3.32,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear,19,264,13.89,USD
FIFOInventoryAmount,19,1218,64.11,USD
ConvertibleDebtCurrent,19,356,18.74,USD
HeldToMaturitySecuritiesUnrecognizedHoldingLoss,19,278,14.63,USD
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,19,531,27.95,USD
PropertyPlantAndEquipmentDisposals,19,223,11.74,USD
Capital,19,423,22.26,USD
PrescriptionDrugSubsidyReceiptsAfterYearFive,19,61,3.21,USD
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,19,492,25.89,USD
DefinedBenefitPlanCostOfProvidingSpecialOrContractualTerminationBenefitRecognizedDuringPeriod,19,138,7.26,USD
ProceedsFromWarrantExercises,19,173,9.11,USD
LitigationReserveNoncurrent,19,501,26.37,USD
PaymentsForProceedsFromPreviousAcquisition,19,297,15.63,USD
IncomeTaxExaminationPenaltiesExpense,19,199,10.47,USD
StockIssuedDuringPeriodValueConversionOfUnits,19,548,28.84,USD
DeferredRevenueAdditions,19,403,21.21,USD
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,19,577,30.37,USD
OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSaleRecognizedInEarnings,19,280,14.74,USD
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss,19,302,15.89,USD
AcquiredIndefiniteLivedIntangibleAssetAmount,19,82,4.32,USD
StockRedeemedOrCalledDuringPeriodShares,19,177,9.32,shares
GainLossOnSaleOfEquityMethodInvestments,19,72,3.79,USD
PaymentsForRepurchaseOfWarrants,19,237,12.47,USD
EquityMethodInvestmentSummarizedFinancialInformationMinorityInterest,19,167,8.79,USD
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,19,147,7.74,USD
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,19,298,15.68,USD
EquitySecuritiesFvNiRealizedGain,19,361,19.0,USD
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,19,459,24.16,USD
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,19,430,22.63,pure
SalesTypeAndDirectFinancingLeasesLeaseReceivableUndiscountedExcessAmount,19,177,9.32,USD
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,19,543,28.58,USD
PaymentsToAcquireFinanceReceivables,19,932,49.05,USD
AccountsAndNotesReceivableNet,19,742,39.05,USD
OperatingLeaseVariableLeaseIncome,19,940,49.47,USD
NotionalAmountOfFairValueHedgeInstruments,18,162,9.0,USD
ContractWithCustomerAssetGross,18,466,25.89,USD
OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSale,18,191,10.61,USD
ReinsuranceRecoverableForUnpaidClaimsAndClaimsAdjustments,18,1201,66.72,USD
TemporaryEquitySharesOutstanding,18,182,10.11,shares
PrescriptionDrugSubsidyReceiptsYearFour1,18,60,3.33,USD
NetIncomeLossAttributableToParentDiluted,18,793,44.06,USD
LiabilitiesFairValueDisclosureRecurring,18,393,21.83,USD
RealEstateHeldforsale,18,558,31.0,USD
IncreaseDecreaseInFinanceReceivables,18,1079,59.94,USD
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,18,601,33.39,USD
CapitalizedCostsOilAndGasProducingActivitiesGross,18,323,17.94,USD
ProceedsFromInsuranceSettlementOperatingActivities,18,112,6.22,USD
ContractWithCustomerRefundLiabilityCurrent,18,396,22.0,USD
IndefiniteLivedIntangibleAssetsImpairmentLosses,18,66,3.67,USD
CapitalizedExploratoryWellCosts,18,1609,89.39,USD
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,18,373,20.72,USD
DeferredRevenueAndCreditsCurrent,18,846,47.0,USD
SecuritiesPurchasedUnderAgreementsToResellGross,18,981,54.5,USD
FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged,18,1098,61.0,USD
FederalDepositInsuranceCorporationPremiumExpense,18,1944,108.0,USD
DebtSecuritiesAvailableForSaleAmortizedCostAllowanceForCreditLossExcludingAccruedInterest,18,396,22.0,USD
PrepaidPensionCosts,18,405,22.5,USD
FinanceLeaseLiabilityPaymentsDueInNextRollingTwelveMonths,18,107,5.94,USD
InventoryLIFOReservePeriodCharge,18,1009,56.06,USD
FairValueLevel2ToLevel1TransfersAmount,18,114,6.33,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears,18,219,12.17,USD
NoninterestIncomeOther,18,1263,70.17,USD
CostsIncurredDevelopmentCosts,18,451,25.06,USD
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,18,156,8.67,shares
TaxesPayable,18,49,2.72,USD
PayablesToBrokerDealersAndClearingOrganizations,18,667,37.06,USD
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureResidualValueOfLeasedAssets,18,338,18.78,USD
DepositsAssetsNoncurrent,18,348,19.33,USD
OtherComprehensiveIncomeForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax,18,98,5.44,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears,18,255,14.17,USD
IncrementalCommonSharesAttributableToParticipatingNonvestedSharesWithNonForfeitableDividendRights,18,1315,73.06,shares
UnrecordedUnconditionalPurchaseObligationDueInRemainderOfFiscalYear,18,156,8.67,USD
FuelCosts,18,2458,136.56,USD
SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,18,57,3.17,USD
ReclassificationToWellFacilitiesAndEquipmentBasedOnDeterminationOfProvedReserves,18,860,47.78,USD
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossRecovery,18,397,22.06,USD
ContributionOfProperty,18,155,8.61,USD
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,18,342,19.0,USD
WarrantsAndRightsOutstanding,18,82,4.56,USD
OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,18,734,40.78,USD
LoansAndLeasesReceivableImpairedAtCarryingValue,18,109,6.06,USD
AccruedRentCurrent,18,504,28.0,USD
HeldToMaturitySecuritiesUnrecognizedHoldingGains,18,154,8.56,USD
LoansAndLeasesReceivableImpairedAverageInvestment,18,123,6.83,USD
DeferredTaxAssetsValuationAllowanceCurrent,18,129,7.17,USD
OtherCostOfOperatingRevenue,18,931,51.72,USD
DeferredCompensationArrangementWithIndividualEmployerContribution,18,207,11.5,USD
VariableInterestEntityNonconsolidatedCarryingAmountLiabilities,18,609,33.83,USD
PaymentsForSoftware,18,1129,62.72,USD
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersDiluted,18,495,27.5,USD
ProceedsFromSaleOfHeldToMaturitySecurities,18,297,16.5,USD
ValueAddedTaxReceivableCurrent,18,560,31.11,USD
DepositsSavingsDeposits,18,1018,56.56,USD
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic,18,439,24.39,USD
DerivativeInstrumentsGainRecognizedInOtherComprehensiveIncomeEffectivePortion,18,174,9.67,USD
DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,18,651,36.17,USD
RestrictedCashAndInvestments,18,641,35.61,USD
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure,18,228,12.67,USD
TradingSecuritiesEquity,18,427,23.72,USD
ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,18,450,25.0,USD
TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,18,31,1.72,USD
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetGainLossBeforeTax,18,74,4.11,USD
DebtInstrumentConvertibleInterestExpense,18,223,12.39,USD
EntityWideRevenueMajorCustomerPercentage,18,69,3.83,pure
DerivativeAssetFairValueOfCollateral,18,632,35.11,USD
IncreaseDecreaseInDeferredPolicyAcquisitionCosts,18,1742,96.78,USD
PrescriptionDrugSubsidyReceiptsYearThree1,18,60,3.33,USD
PrescriptionDrugSubsidyReceiptsYearFive1,18,60,3.33,USD
PaymentsForMergerRelatedCosts,17,235,13.82,USD
RoyaltyRevenue,17,573,33.71,USD
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationNetOfTax,17,310,18.24,USD
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlantNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostTax,17,152,8.94,USD
RoyaltyIncomeNonoperating,17,810,47.65,USD
PostemploymentBenefitsLiabilityCurrentAndNoncurrent,17,259,15.24,USD
PropertyPlantAndEquipmentTransfersAndChanges,17,136,8.0,USD
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,17,730,42.94,USD
FederalHomeLoanBankStock,17,620,36.47,USD
LoansReceivableHeldForSaleAmount,17,424,24.94,USD
LoansHeldForSaleFairValueDisclosure,17,1029,60.53,USD
InvestmentsAndOtherNoncurrentAssets,17,1054,62.0,USD
TimeDepositsAtOrAboveFDICInsuranceLimit,17,357,21.0,USD
ProvisionForOtherLosses,17,609,35.82,USD
InterestIncomeDepositsWithFinancialInstitutions,17,2048,120.47,USD
WorkersCompensationLiabilityCurrent,17,984,57.88,USD
DerivativeInstrumentsAndHedgesNoncurrent,17,547,32.18,USD
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsOtherShareIncreaseDecreaseInPeriodWeightedAverageExercisePrice,17,106,6.24,USD/shares
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermMinimum,17,56,3.29,"pure, Y, years, Year"
LoansHeldForSaleMortgages,17,360,21.18,USD
OtherPostretirementBenefitExpense,17,581,34.18,USD
AssetRetirementObligationForeignCurrencyTranslation,17,319,18.76,USD
IncreaseDecreaseInRegulatoryAssetsAndLiabilities,17,1160,68.24,USD
DisposalGroupIncludingDiscontinuedOperationGoodwillNoncurrent,17,68,4.0,USD
ForeignCurrencyCashFlowHedgeAssetAtFairValue,17,230,13.53,USD
