tag,company_count,value_count,avg_values_per_company,units
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,38,2583,67.97,USD
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,37,242,6.54,USD
PreferredStockNoParValue,37,1115,30.14,"shares, USD/shares, shares/USD"
SegmentReportingInformationOperatingIncomeLoss,37,415,11.22,USD
PreferredStockRedemptionPremium,37,1077,29.11,USD
MultiemployerPlanPeriodContributions,37,545,14.73,"EUR, USD"
NotesPayableCurrent,37,1233,33.32,USD
InterestExpenseLongTermDebt,37,4039,109.16,USD
PaymentsForHedgeFinancingActivities,37,547,14.78,USD
ProceedsFromOtherDebt,37,1269,34.3,USD
DebtInstrumentRepurchasedFaceAmount,37,224,6.05,"USD, EUR"
EquitySecuritiesFvNiCost,37,904,24.43,USD
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,37,371,10.03,USD
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,37,367,9.92,USD
ProceedsFromHedgeInvestingActivities,37,819,22.14,USD
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,37,358,9.68,USD
DividendsPayableAmount,37,326,8.81,USD
AllowanceForLoanAndLeaseLossesWriteOffs,37,1812,48.97,USD
AccruedEmployeeBenefitsCurrent,37,1601,43.27,USD
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,37,698,18.86,"JPY, USD"
ParticipatingSecuritiesDistributedAndUndistributedEarnings,37,976,26.38,USD
IncreaseDecreaseInPrepaidExpense,37,1809,48.89,USD
RestructuringAndRelatedCostExpectedCostRemaining1,37,163,4.41,USD
ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,37,409,11.05,USD
DeferredCompensationArrangementWithIndividualCompensationExpense,37,894,24.16,USD
TemporaryEquityCarryingAmountAttributableToParent,37,989,26.73,USD
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,37,386,10.43,USD
TemporaryEquityNetIncome,36,896,24.89,USD
InterestIncomeOperating,36,2404,66.78,USD
Deposits,36,3159,87.75,USD
ImpairedFinancingReceivableRecordedInvestment,36,1683,46.75,USD
DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,36,165,4.58,USD
AccountsReceivableNetNoncurrent,36,1276,35.44,USD
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationTax,36,1053,29.25,USD
DebtInstrumentBasisSpreadOnVariableRate,36,88,2.44,pure
RepaymentsOfDebtAndCapitalLeaseObligations,36,1460,40.56,USD
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,36,371,10.31,USD
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,36,188,5.22,USD
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,36,2625,72.92,USD
ValuationAllowancesAndReservesAdjustments,36,391,10.86,USD
OperatingLeasesRentExpenseSubleaseRentals1,36,734,20.39,USD
IncomeTaxReconciliationTaxCreditsOther,36,604,16.78,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageRemainingContractualTerm,36,78,2.17,"Years, years, pure, Year, Y, USD, yr"
ProceedsFromDerivativeInstrumentInvestingActivities,36,584,16.22,USD
DefinedBenefitPlanDebtSecurities,36,101,2.81,pure
OperatingLeasesRentExpenseContingentRentals,36,873,24.25,USD
InterestPaidCapitalized,36,1720,47.78,USD
NotionalAmountOfForeignCurrencyCashFlowHedgeDerivatives,36,392,10.89,"USD, EUR, KRW, CAD"
ProceedsFromContributionsFromAffiliates,36,779,21.64,USD
PreferredStockDividendsPerShareDeclared,36,798,22.17,USD/shares
StockIssuedDuringPeriodValueRestrictedStockAwardGross,36,785,21.81,USD
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,36,795,22.08,USD
CommonStocksIncludingAdditionalPaidInCapital,36,2604,72.33,USD
FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,36,195,5.42,USD
ProceedsFromDerivativeInstrumentFinancingActivities,36,524,14.56,USD
VariableInterestEntityConsolidatedCarryingAmountAssets,36,1174,32.61,USD
ConversionOfStockAmountConverted1,35,523,14.94,USD
DefinedBenefitPlanEquitySecurities,35,96,2.74,pure
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent,35,1143,32.66,USD
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,35,1144,32.69,USD
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,35,200,5.71,USD
RestructuringReserveSettledWithoutCash1,35,270,7.71,USD
PaymentsToAcquireAvailableForSaleSecuritiesEquity,35,1637,46.77,USD
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,35,794,22.69,pure
CapitalizedContractCostImpairmentLoss,35,1018,29.09,USD
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,35,1182,33.77,USD
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities,35,1557,44.49,USD
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,35,1750,50.0,USD
ContractualObligationDueInThirdYear,35,294,8.4,USD
FinancingReceivableCollectivelyEvaluatedForImpairment,35,1955,55.86,USD
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,35,534,15.26,shares
CashFlowHedgeGainLossReclassifiedToEarningsNet,35,435,12.43,USD
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld,35,3484,99.54,USD
IncomeTaxReconciliationDispositionOfAssets,35,398,11.37,USD
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,35,669,19.11,USD
TradingSecuritiesUnrealizedHoldingGainLoss,35,1129,32.26,USD
InterestAndDividendIncomeOperating,35,5293,151.23,USD
PreferredStockLiquidationPreferenceValue,35,1184,33.83,USD
InterestRateDerivativeAssetsAtFairValue,35,478,13.66,USD
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,35,775,22.14,USD
ContractualObligationDueInFifthYear,35,240,6.86,USD
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,35,1355,38.71,USD
GainLossOnSaleOfDerivatives,35,1287,36.77,USD
PaymentsForProceedsFromHedgeInvestingActivities,35,1043,29.8,USD
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,35,2045,58.43,USD
IndefiniteLivedIntangibleAssets,34,251,7.38,USD
FinancingReceivableIndividuallyEvaluatedForImpairment,34,1986,58.41,USD
ResearchAndDevelopmentInProcess,34,571,16.79,USD
RestructuringAndRelatedCostCostIncurredToDate,34,253,7.44,USD
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,34,693,20.38,USD
OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,34,83,2.44,USD
OtherCommitmentDueInNextTwelveMonths,34,248,7.29,USD
SalesAndExciseTaxPayableCurrent,34,1486,43.71,USD
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,34,649,19.09,USD
IncomeTaxReconciliationTaxSettlementsForeign,34,239,7.03,USD
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount,34,630,18.53,USD
RevenueRemainingPerformanceObligationPercentage,34,128,3.76,"pure, Rate"
OccupancyNet,34,5891,173.26,USD
RecordedUnconditionalPurchaseObligationDueWithinOneYear,34,306,9.0,USD
AccountsNotesAndLoansReceivableNetCurrent,34,2122,62.41,"USD, EUR"
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,34,1612,47.41,USD
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,34,239,7.03,USD
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,34,601,17.68,USD
NumberOfStatesInWhichEntityOperates,34,836,24.59,"states, Number, properties, state, pure, store, State, Location, States, item, Store"
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,34,1067,31.38,USD/shares
MarketableSecuritiesUnrealizedGainLoss,34,555,16.32,USD
ContractualObligationDueInFourthYear,34,287,8.44,USD
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,34,455,13.38,USD
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,34,832,24.47,USD
LossContingencyRangeOfPossibleLossMinimum,34,314,9.24,"USD, EUR"
StockGrantedDuringPeriodValueSharebasedCompensation,34,1372,40.35,USD
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,34,913,26.85,USD
ReportingUnitPercentageOfFairValueInExcessOfCarryingAmount,34,134,3.94,pure
ProceedsFromRepaymentsOfOtherDebt,34,1676,49.29,USD
SegmentReportingSegmentAssets,34,167,4.91,USD
IncreaseDecreaseInDeposits,34,3544,104.24,USD
AccruedLiabilities,34,91,2.68,USD
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,34,591,17.38,"JPY, USD"
DerivativeNumberOfInstrumentsHeld,34,577,16.97,"shares, pure, USD, agreement, Investment, Derivative, contract, TreasuryRate_Locks, derivative, derivativeInstrument, Item, DerivativeContract, derivative_instrumen, security, Agreement, outstanding_contract, DerivativeInstrument, item, Number, financialinstrument, instrument, Contract, contracts, numberOfDerivativeIn"
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,34,167,4.91,USD
StockIssuedDuringPeriodValueOther,34,868,25.53,USD
SaleAndLeasebackTransactionGainLossNet,34,343,10.09,USD
ProceedsFromOtherShortTermDebt,34,660,19.41,USD
OtherInventorySupplies,34,2057,60.5,USD
GainLossOnSaleOfSecuritiesNet,34,1327,39.03,USD
UnsecuredLongTermDebt,34,902,26.53,"JPY, USD, EUR"
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,34,230,6.76,USD
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,33,370,11.21,pure
BusinessAcquisitionProFormaNetIncomeLoss,33,189,5.73,USD
EffectOfLIFOInventoryLiquidationOnIncome,33,779,23.61,USD
PaymentsToAcquireNotesReceivable,33,832,25.21,USD
DueFromRelatedParties,33,690,20.91,"USD, EUR"
EffectiveIncomeTaxRateReconciliationDeductionsOther,33,531,16.09,"pure, Rate"
AccruedLiabilitiesCurrentAndNoncurrent,33,1499,45.42,USD
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,33,1183,35.85,USD
IncreaseDecreaseInPensionPlanObligations,33,658,19.94,USD
TaxesPayableCurrentAndNoncurrent,33,779,23.61,USD
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,33,670,20.3,USD
NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,33,90,2.73,USD
LandAndLandImprovements,33,1083,32.82,USD
SegmentReportingInformationRevenueFromExternalCustomers,33,389,11.79,USD
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,33,117,3.55,USD
DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,33,1581,47.91,USD
OtherComprehensiveIncomeLossBeforeReclassificationsTax,33,1548,46.91,USD
LossContingencyAccrualCarryingValueCurrent,33,731,22.15,USD
ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod,33,1554,47.09,USD
DeferredTaxAssetsGrossCurrent,33,275,8.33,USD
RestructuringReserveSettledWithoutCash,33,246,7.45,USD
DebtInstrumentConvertibleConversionPrice1,33,221,6.7,"CAD/shares, USD/shares, AUD"
ProceedsFromSaleOfOtherProductiveAssets,33,840,25.45,USD
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,33,696,21.09,USD
EffectiveIncomeTaxRateReconciliationGiltiPercent,33,152,4.61,pure
ProceedsFromHedgeFinancingActivities,33,407,12.33,USD
DeferredTaxAssetsHedgingTransactions,33,359,10.88,USD
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,33,824,24.97,USD
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,33,810,24.55,USD
AccruedInsuranceCurrent,33,1248,37.82,USD
TaxesExcludingIncomeAndExciseTaxes,33,5052,153.09,USD
InterestReceivable,33,872,26.42,USD
BusinessCombinationBargainPurchaseGainRecognizedAmount,33,503,15.24,USD
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsReductionsSecuritiesSold,33,1759,53.3,USD
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,32,869,27.16,USD
IncomeLossFromSubsidiariesNetOfTax,32,1248,39.0,USD
LossContingencyNumberOfPlaintiffs,32,242,7.56,"PrivateIndividual, survivor, pure, Employee, company, Medicaldoctor, plaintiffs, plaintiff, insuranceCompany, MW, Claimant, Integer, claim, pharmacy, plantiff, numberOfPlaintiffs, Plaintiff, MedicalDoctor, insurer, employee, claimant, case, complainant"
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount,32,460,14.38,USD
LeaseIncome,32,1597,49.91,USD
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,32,1104,34.5,USD
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,32,159,4.97,USD
ProceedsFromSaleOfIntangibleAssets,32,544,17.0,USD
LossContingencyDamagesAwardedValue,32,252,7.88,"BRL, NOK, USD, EUR"
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,32,1427,44.59,USD
HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,32,681,21.28,USD
DefinedBenefitPlanExpectedFutureEmployerContributionsRemainderOfFiscalYear,32,250,7.81,USD
PaymentsForCapitalImprovements,32,2153,67.28,USD
IncomeTaxExaminationInterestExpense,32,517,16.16,USD
BusinessAcquisitionSharePrice,32,92,2.88,"ZAR, AUD, HKD, GBP, JPY, USD/shares"
DeferredGainLossOnDiscontinuationOfInterestRateFairValueHedge,32,694,21.69,USD
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice,32,47,1.47,"shares, pure, USD"
GainLossOnFairValueHedgesRecognizedInEarnings,32,1034,32.31,USD
SharesIssued,32,981,30.66,shares
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,32,225,7.03,USD
FairValueInputsDiscountRate,32,227,7.09,pure
ForeignCurrencyTransactionLossBeforeTax,32,459,14.34,USD
AccountsReceivableGross,32,717,22.41,USD
InterestExpenseOperating,32,206,6.44,USD
RestrictedCashAndInvestmentsNoncurrent,32,1294,40.44,USD
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,32,338,10.56,USD
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,32,227,7.09,USD
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,32,228,7.12,USD
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,32,238,7.44,USD
StockIssuedDuringPeriodValueEmployeeBenefitPlan,32,1382,43.19,USD
AccruedSalariesCurrent,32,1320,41.25,USD
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,32,188,5.88,USD
LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,32,192,6.0,USD
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,32,187,5.84,USD
ReinsuranceRecoverables,32,1775,55.47,USD
IncomeTaxReconciliationMinorityInterestIncomeExpense,32,774,24.19,USD
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsAdditionsAdditionalCreditLosses,32,1764,55.12,USD
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsAdditionsNoPreviousImpairment,32,1684,52.62,USD
IncrementalCommonSharesAttributableToContingentlyIssuableShares,32,2201,68.78,shares
AccretionAmortizationOfDiscountsAndPremiumsInvestments,32,1982,61.94,USD
LineOfCreditFacilityCommitmentFeePercentage,32,256,8.0,pure
GainsLossesOnSalesOfAssets,32,879,27.47,USD
AssetsHeldForSaleLongLived,32,262,8.19,USD
EquitySecuritiesFvNiUnrealizedGain,32,419,13.09,USD
CapitalizedComputerSoftwareAccumulatedAmortization,32,896,28.0,USD
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,32,228,7.12,USD
OperatingLeasesIncomeStatementSubleaseRevenue,32,632,19.75,USD
IndefinitelivedIntangibleAssetsAcquired,32,234,7.31,USD
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue,32,1013,31.66,USD
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,32,188,5.88,USD
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability,32,210,6.56,USD
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,31,1238,39.94,USD
UnrealizedGainLossOnInterestRateCashFlowHedgesPretaxAccumulatedOtherComprehensiveIncomeLoss,31,580,18.71,USD
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,31,944,30.45,USD
DebtSecuritiesAvailableForSaleUnrealizedLossPositionNumberOfPositions,31,666,21.48,"reportableSegments, security, Securities, Issue, pure, position, investment, lots, securities, Holdings, USD, positions, Investment, option, Security"
IncomeTaxReconciliationTaxCreditsInvestment,31,641,20.68,USD
RestructuringReserveAcceleratedDepreciation,31,625,20.16,USD
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,31,108,3.48,USD
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,31,408,13.16,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate,31,371,11.97,pure
PaymentsToAcquireOtherPropertyPlantAndEquipment,31,1156,37.29,USD
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,31,329,10.61,USD
EquitySecuritiesFvNiUnrealizedLoss,31,409,13.19,USD
DeferredTaxAssetsInvestmentInSubsidiaries,31,288,9.29,USD
DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,31,1408,45.42,USD
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,31,188,6.06,USD
DeferredRentCreditNoncurrent,31,1077,34.74,USD
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,31,164,5.29,USD
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,31,110,3.55,USD
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,31,118,3.81,USD
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,31,163,5.26,USD
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm,31,46,1.48,"pure, USD, Number, decimal"
SegmentReportingInformationIntersegmentRevenue,31,319,10.29,USD
DebtAndEquitySecuritiesGainLoss,31,1201,38.74,USD
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,31,628,20.26,USD
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,31,296,9.55,USD
ProceedsFromRepaymentsOfOtherLongTermDebt,31,595,19.19,USD
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue,31,875,28.23,USD
RestructuringReservePeriodIncreaseDecrease,31,457,14.74,USD
ProceedsFromSaleOfTreasuryStock,31,1614,52.06,USD
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,31,230,7.42,USD
RecordedUnconditionalPurchaseObligationDueInSecondYear,31,240,7.74,USD
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,31,76,2.45,pure
PurchaseCommitmentRemainingMinimumAmountCommitted,31,460,14.84,"JPY, USD"
OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax,31,721,23.26,USD
IncreaseDecreaseInTradingSecurities,31,2342,75.55,USD
AccruedInvestmentIncomeReceivable,31,2510,80.97,USD
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,31,1408,45.42,USD
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,30,446,14.87,USD
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,30,209,6.97,USD
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,30,203,6.77,USD
DueToRelatedPartiesCurrentAndNoncurrent,30,514,17.13,USD
RealEstateAccumulatedDepreciation,30,1307,43.57,USD
OtherNonrecurringIncomeExpense,30,1656,55.2,USD
RegulatoryLiabilityCurrent,30,2213,73.77,USD
PaymentsToAcquireRealEstate,30,1686,56.2,"AUD, USD, EUR, GBP"
RegulatoryAssetsNoncurrent,30,2961,98.7,USD
UndistributedEarnings,30,1260,42.0,USD
VariableInterestEntityConsolidatedCarryingAmountLiabilities,30,889,29.63,USD
AccountsAndOtherReceivablesNetCurrent,30,1188,39.6,"USD, CAD"
OtherLiabilitiesFairValueDisclosure,30,794,26.47,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherIncreasesDecreasesInPeriod,30,132,4.4,shares
RecordedUnconditionalPurchaseObligation,30,387,12.9,USD
NumberOfInterestRateDerivativesHeld,30,254,8.47,"Interest_Rate_Swaps, swap, Swap, pure, integer, swap_agreement, USD, agreement, interest_rate_swaps, Derivative, InterestRateSwapAgre, contract, derivative, derivative_held, Interest_Rate_Swap, hedge, item, Derivatives, Number, instrument, loan, interest_rate_swap, Contract, contracts, Beds"
LIFOInventoryAmount,30,1034,34.47,USD
RecordedUnconditionalPurchaseObligationDueInThirdYear,30,234,7.8,USD
UnrealizedGainLossOnCashFlowHedgingInstruments,30,540,18.0,USD
PensionAndOtherPostretirementBenefitsExpenseReversalOfExpenseNoncash,30,877,29.23,USD
RepaymentsOfOtherShortTermDebt,30,502,16.73,USD
ImpairedFinancingReceivableAverageRecordedInvestment,30,1901,63.37,USD
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,30,1736,57.87,USD
FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,30,1032,34.4,USD
CapitalizedComputerSoftwareAdditions,30,733,24.43,USD
DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent,30,853,28.43,USD
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNoncurrent,30,158,5.27,USD
OtherPaymentsToAcquireBusinesses,30,310,10.33,USD
DerivativeAssetFairValueNet,30,227,7.57,USD
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,30,226,7.53,USD/shares
AccountsPayableOtherCurrent,30,1234,41.13,USD
TimeDeposits,30,972,32.4,USD
ContractWithCustomerAssetReclassifiedToReceivable,30,629,20.97,USD
PremiumsEarnedNet,30,4938,164.6,USD
PaymentsForPreviousAcquisition,30,490,16.33,USD
AmortizationOfAcquiredIntangibleAssets,30,363,12.1,USD
IncreaseDecreaseInAccountsAndNotesReceivable,29,2407,83.0,USD
FinancingReceivableModificationsRecordedInvestment,29,803,27.69,USD
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,29,451,15.55,USD
RegulatoryLiabilityNoncurrent,29,2907,100.24,USD
OtherNonrecurringExpense,29,589,20.31,USD
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,29,421,14.52,USD
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,29,1346,46.41,USD
SaleOfStockNumberOfSharesIssuedInTransaction,29,239,8.24,shares
BankOverdrafts,29,517,17.83,USD
PrepaidExpenseCurrentAndNoncurrent,29,1078,37.17,USD
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,29,512,17.66,USD
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,29,79,2.72,USD
IncreaseDecreaseInRestrictedCashForOperatingActivities,29,1013,34.93,USD
ConcentrationRiskPercentage,29,107,3.69,pure
RelatedPartyTransactionAmountsOfTransaction,29,398,13.72,USD
LossContingencyAccrualPayments,29,337,11.62,USD
LongTermLineOfCredit,29,583,20.1,USD
DeferredTaxAssetsTaxCreditCarryforwardsOther,29,289,9.97,USD
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,29,899,31.0,USD
DefinedBenefitPlanPlanAssetsTargetAllocationPercentage,29,175,6.03,pure
NotionalAmountOfCashFlowHedgeInstruments,29,209,7.21,"ZAR, USD, EUR"
DerivativeNetHedgeIneffectivenessGainLoss,29,551,19.0,USD
PaymentsForDerivativeInstrumentInvestingActivities,29,481,16.59,USD
EquityMethodInvestmentAggregateCost,29,325,11.21,USD
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,29,1345,46.38,USD
OtherNoncashIncome,29,328,11.31,USD
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,29,341,11.76,USD
CommonStockNoParValue,29,1051,36.24,"shares, pure, USD/shares"
NetIncomeLossAttributableToParentDiluted,29,1448,49.93,USD
IncreaseDecreaseInOtherReceivables,29,1375,47.41,USD
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,29,647,22.31,USD
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax,29,606,20.9,USD
AcceleratedShareRepurchasesFinalPricePaidPerShare,29,251,8.66,"pure, USD/shares"
RealEstateGrossAtCarryingValue,29,1266,43.66,USD
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,29,1691,58.31,USD
SelfInsuranceReserveCurrent,29,1242,42.83,USD
FinancingReceivableRecordedInvestmentPastDue,29,1376,47.45,USD
NotesIssued1,29,393,13.55,USD
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,29,1600,55.17,USD
StockIssuedDuringPeriodValueConversionOfUnits,29,851,29.34,USD
StockholdersEquityNoteStockSplitConversionRatio,29,109,3.76,"Ratio, pure, shares, commonshares"
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChange,29,54,1.86,USD
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,28,245,8.75,USD
StandardProductWarrantyAccrualAdditionsFromBusinessAcquisition,28,538,19.21,USD
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance,28,39,1.39,"pure, USD"
GainLossOnDispositionOfIntangibleAssets,28,592,21.14,USD
DerivativeAssetNotionalAmount,28,863,30.82,"PHP, USD, GBP"
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,28,2658,94.93,USD
DeferredTaxAssetsTaxDeferredExpense,28,242,8.64,USD
PaymentsToAcquireLoansReceivable,28,912,32.57,USD
TaxCreditCarryforwardDeferredTaxAsset,28,136,4.86,USD
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,28,669,23.89,USD
DerivativeFixedInterestRate,28,148,5.29,pure
