,avg_ROA,ROA_volatility,avg_ROE,ROE_volatility,avg_OperatingMargin,OperatingMargin_volatility,avg_AssetTurnover,AssetTurnover_volatility,avg_CurrentRatio,CurrentRatio_volatility,avg_Leverage,Leverage_volatility,avg_DebtToEquity,DebtToEquity_volatility,Revenue_growth,Assets_growth,NetIncome_growth,log_assets,capex_intensity,Revenue_growth_imputed,Assets_growth_imputed,NetIncome_growth_imputed,capex_intensity_imputed,has_rnd,has_goodwill,has_longtermdebt,core_completeness,Revenue_start,NetIncome_start,Assets_start,OperatingIncome_start,CapEx_start,CurrentAssets_start,CurrentLiabilities_start,reporting_consistency
CTXS,0.02837645676447616,0.019320550606918008,0.12112604200624241,0.17309654621556433,0.21750685317030866,0.026901496163404426,0.24958330275933965,0.11944268866234306,1.1657198731474052,0.24254145009918826,1.0,0.0,1.162897595027496,1.0833648486168668,-0.028709607769031753,0.012893136643554293,0.05883027677718111,22.316664337432115,0.037257554701406174,0,0,0,0,0,1,1,0.8125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8125
CVH,0.023900271407091275,0.01092028164164694,0.04690796399351952,0.02166235302631388,0.060799674272930905,0.01918492109859038,0.6217252698625486,0.24782945129764866,1.3000573185849464,0.09025928496793864,1.0,0.0,0.3651501567402491,0.0324417114170835,0.01613365119478627,0.007453538559369255,0.025705484133278222,22.889471332648228,0.007609286075326892,0,0,0,0,0,1,1,0.9807692307692307,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.9807692307692307
CVS,0.019808969151111345,0.01775351823652396,0.04355866247613068,0.04315718336204761,0.053318454582706384,0.014809784074327863,0.7371195307433935,0.3054715244848834,1.4534385668979575,0.3385925963894124,0.9999605171642918,0.00016639360706240052,0.7573385053103219,0.545229681351811,0.05024218002362657,0.032888121979707474,0.0,25.149227781407898,0.019282942829079212,0,0,1,0,0,1,1,0.861842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8618421052631579
CVX,0.03706919123462501,0.03246670188498463,0.06356343593734753,0.05581851652605986,0.1655626142114699,0.04048814197737867,0.433208913318542,0.28303969073705165,1.3802185577102646,0.24137082147074929,1.0,0.0,0.11872130666380819,0.059478946354868625,0.03501878172155837,0.011378090403984409,0.033340428067385464,26.199696101480573,0.05548630644136347,0,0,0,1,1,1,1,0.75,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.75
D,0.01576249716267553,0.0124586896460035,0.06494421541094396,0.04496380645339817,0.24627009691630394,0.10461463018582236,0.12227397727006085,0.07428861143948133,0.7123874798924256,0.20321013847815644,1.0,0.0,1.9684879016069463,0.155713219323437,0.021049370152180336,0.017203600632994753,0.0657872770175083,24.757256591373093,0.4407516632209873,0,0,0,0,0,1,1,0.9166666666666666,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666
DD,0.02446894088854261,0.03737108335763394,0.02865346293020767,0.03728121315791087,0.1655626142114699,0.04048814197737867,0.18969353818624352,0.18729347458864815,1.8363423427778591,0.12048455934597976,1.0000356293672577,7.874506086783901e-05,0.3526548116220429,0.22026969189913784,-0.04659697072643221,0.11967987152265147,-0.08280800362597218,25.82765488138359,0.05548630644136347,0,0,0,1,1,1,1,0.5166666666666666,0.3333333333333333,0.06666666666666667,0.06666666666666667,-1.0,-1.0,0.3333333333333333,0.3333333333333333,0.5166666666666666
DE,0.01863359423990911,0.010500153922060931,0.1284379227221187,0.07104636825370164,0.14907020930119388,0.03664665112083412,0.24584434884131348,0.11249287084185011,1.212616195549696,0.2843035676911552,1.000000116674219,4.5871090104986165e-07,0.581965984907766,0.1600887590663014,0.04426394502489317,0.013989981686439501,0.05168145910210731,24.75350689830568,0.036019111908304424,0,0,0,0,1,1,0,0.975,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.975
DELL,-0.008681148029616633,0.007523668021974093,-0.10953030325687224,0.1855019138361125,-0.03755866091626564,0.027024899543577074,0.2972440663903444,0.13787393078287796,0.8695599573796177,0.05157191375941917,1.0,0.0,6.644699218942397,3.906572325173853,-0.06201584762669898,0.08585482142978829,0.0,25.365517108973766,0.018715704699571886,0,0,1,0,1,1,1,0.8125,0.5,0.0,0.25,0.0,0.0,0.25,0.25,0.8125
DF,0.0006753858949274184,0.07591984867971326,0.3993278294932667,5.886371173755376,0.004751275284650396,0.004238031416752134,0.8001286013520836,0.014127249342032702,1.3777260032397318,0.1675908420944185,1.0000091291350275,5.4008691172694784e-05,-52.557940604781045,239.41635744850606,-0.003810211826637322,-0.03648142014738287,0.0,22.099790651792045,0.006265144065503875,0,0,1,0,1,1,1,0.7569444444444444,0.7777777777777778,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.7569444444444444
DFS,0.010792482889120164,0.00554173503908375,0.0886328706305804,0.04355541179658291,0.1655626142114699,0.04048814197737867,0.14736124465748682,0.1306722605378191,1.212616195549696,0.2843035676911552,1.0,0.0,2.833553464041946,0.2788783514057837,0.0,0.013096110331714428,0.0,25.11856258409771,0.05548630644136347,1,0,1,1,0,1,1,0.47023809523809523,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.47023809523809523
DGX,0.02856868544174017,0.01592020839651597,0.06384075151739407,0.03504435923621914,0.17160773211876942,0.02105176102628805,0.38345034989215165,0.21989744172956122,1.2579006405722106,0.22899398019112466,1.0,0.0,0.855983015125807,0.10797549607961143,-0.053134237560247155,0.0071419572734279235,0.031283050136967416,22.99602018873242,0.054711404752121405,0,0,0,0,0,1,1,0.7847222222222222,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.7847222222222222
DHI,0.03621776395136051,0.024322531701573682,0.06188605646865963,0.04038096771826821,0.13968537557263647,0.04048814197737867,0.37354676478097265,0.18762669508088015,1.747797921693551,0.2843035676911552,1.0,0.0,0.800777685363498,0.1600887590663014,0.038173029145983195,0.024589696099879488,0.050057449296269096,22.981169652721462,0.010017372024848313,0,0,0,0,0,1,0,0.5833333333333334,0.0,0.027777777777777776,0.027777777777777776,-1.0,0.0,-1.0,-1.0,0.5833333333333333
DHR,0.02925561172628255,0.01344564147392878,0.05061495035696955,0.023579399603323257,0.19290691341868507,0.05384355442391119,0.16479623685478315,0.10389322501106689,1.6379590533808914,0.31119248375332687,0.999999949911743,2.9969251425433564e-07,0.308845108006965,0.13961783795155844,-0.031744690327808134,0.02540184743363194,0.05654748468904969,24.348474885953372,0.05750681544501005,0,0,0,0,1,1,1,0.7837837837837838,0.7297297297297297,0.0,0.0,0.0,0.0,0.0,0.0,0.7837837837837838
DIS,0.09303096073618802,0.00923020518387932,0.18806853518681782,0.04035694159858661,0.26412777890564343,0.015269132876212227,0.4502254947700089,0.1306722605378191,0.9420492721164614,0.2843035676911552,1.0,0.0,0.4279826953437353,0.1600887590663014,-0.19235177868675735,0.0,-0.17712082393323658,25.31431681437362,0.09557396473404677,0,1,0,0,0,1,1,0.6785714285714286,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.6785714285714286
DNB,0.02258012506465585,0.02139917997686601,0.057301332335286566,0.057190703161356056,0.24988347704497785,0.04048814197737867,0.2887842875920307,0.1306722605378191,1.528075345360205,0.2843035676911552,1.0,0.0,0.7346114785039337,0.1600887590663014,0.0,0.0,0.0,23.444638661184268,0.0029713353530645536,1,1,1,0,0,1,0,0.5,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.5
DNR,-0.03213116091687027,0.150312927744857,-0.20934206984956188,0.7573963291516359,0.13968537557263647,0.04048814197737867,0.11914771026759821,0.0718746410784641,0.888630489193898,0.4562868919296631,1.0,0.0,2.710730362265489,2.1016792682997596,0.03985061767533682,-0.020483000482364733,0.03398590581463745,22.863411548203043,0.04961547499536251,0,0,0,1,0,1,1,0.7083333333333333,0.0,0.0,0.027777777777777776,-1.0,-1.0,0.027777777777777776,0.027777777777777776,0.7083333333333333
DO,0.018601394853986025,0.03752391550941192,0.03065055311602836,0.06405170943522857,0.13410716167898695,0.3167164072663383,0.14215665644919648,0.07851735084962413,3.1271498551800154,1.446453550816083,1.0,0.0,0.4357627679234241,0.07496644275068848,-0.03566985672235967,-0.002998600400788476,0.0,22.665857051888356,0.45766771410717205,0,0,1,0,0,0,1,0.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526316
DOV,0.035064746048496194,0.016546680149144215,0.07824505672094188,0.0428344755080073,0.16298807421957978,0.04370771047048503,0.2992650651522475,0.15073891604785247,1.8918856516321858,0.5698198532140599,1.0000021457749189,1.0918068440687799e-05,0.42513019245044603,0.026625761777769163,-0.05779077366643448,0.0011492703013273875,0.03691865177508613,22.961149654225746,0.04195439210780552,0,0,0,0,1,1,1,0.8125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8125
DOW,0.014842006024083547,0.00923020518387932,0.0617831371208822,0.011297906763193553,0.1655626142114699,0.04048814197737867,0.6040520587563741,0.1306722605378191,2.3738823763163124,0.2843035676911552,1.0,0.0,0.6248843796048813,0.1600887590663014,0.3507964004328794,0.0,0.21068926053918036,25.131432207354408,0.05548630644136347,0,1,0,1,1,1,1,0.3999999999999999,0.2,0.2,0.8,-1.0,-1.0,0.8,0.8,0.4
DPS,0.03024468943235999,0.016467524781913424,0.10548257097873444,0.06583954786593173,0.306503268210944,0.22858034878255679,0.1195185500478258,0.061081523603317256,1.0447619370279484,0.3779809108838799,1.0,0.0,1.2036388120244308,0.4850821477388323,0.0967118406128673,0.049170793944085966,0.044054185415057345,23.149860130047514,0.045103251386820725,0,0,0,0,1,1,1,0.7261904761904762,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.7261904761904762
DRI,0.03592796356049859,0.021021281335138225,0.0995573162555225,0.055967854016607615,0.11351627342306013,0.032423474703961286,0.6335764287918033,0.38342350184157614,0.5609478136318268,0.1861028361121111,1.0000261694017165,0.00015701641029915633,0.7214645159172958,0.3577398530854456,-0.08339274685588072,0.0015810920679386609,-0.0038028932128356674,22.467215071439536,0.06868951585159457,0,0,0,0,0,1,1,0.7152777777777778,0.6944444444444444,0.0,0.0,0.3611111111111111,0.0,0.0,0.0,0.7152777777777778
DTE,0.012684673699169894,0.0046208554595302195,0.043847708232265616,0.016348284564903438,0.13667595957576284,0.019625788068119227,0.16388554684358642,0.07070446901963916,1.1200855406116041,0.1759322847765608,1.0000249906173682,0.00013349125641442893,1.0988259265576639,0.10376952390976292,-0.032489926014367954,0.011638940476518256,0.033441895559570334,24.0676565076198,0.06401397821527602,0,0,0,1,0,1,1,0.9236111111111112,0.19444444444444445,0.0,0.0,0.0,-1.0,0.0,0.0,0.9236111111111112
DTV,0.04738256395368418,0.017701878916807967,-7.257731958762887,0.05866479815106164,0.16800951287508206,0.010971651397880325,0.5728762232504133,0.23767997283592215,1.1044666166014396,0.19189783503071725,1.0,0.0,-7.44526409989184,14.725373071529397,0.037152334772887485,0.01356367218100063,0.10898888254053762,23.759396015107242,0.13530645375545916,0,0,0,0,0,1,1,0.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818181
DUK,0.00908014150587036,0.004561079186819944,0.026749577634729706,0.013211210172288195,0.17867064869497543,0.0433619306435025,0.0951745899251335,0.04320714773752255,1.0366506746892947,0.2994365361215661,1.0000047990686018,2.839167273294032e-05,1.0645759508223405,0.13131972048338703,0.058393624812260736,0.027425465676937044,0.03934344089221242,25.408819595583896,0.3990683306572423,0,0,0,0,0,1,1,0.8243243243243243,0.0,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.02702702702702703,0.8243243243243243
DV,0.02258012506465585,0.02139917997686601,0.057301332335286566,0.057190703161356056,0.15122598898668843,0.04048814197737867,0.2887842875920307,0.1306722605378191,1.528075345360205,0.2843035676911552,1.0,0.0,0.7346114785039337,0.1600887590663014,0.0,0.0,0.0,23.444638661184268,0.043685925006167345,1,1,1,1,0,0,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
DVA,0.015868633344671663,0.010674764221066937,0.062343750824770255,0.04254261187363179,0.1639227484236295,0.06691450670985273,0.28589546487227513,0.15107365995807856,1.8609356258137142,0.4379740142977132,1.0,0.0,1.9987499457940667,0.2937116698659339,-0.03225567740668833,0.025602271158295276,-0.030613226986770825,23.45259546250555,0.093921078957851,0,0,0,0,0,1,1,0.8125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8125
DVN,-0.0049339836650963064,0.08455541752579616,-0.05924912476968025,0.3021338554845928,-0.4146498242057788,0.8885429694508054,0.1463786416332561,0.07884359277052097,1.3612404241186598,0.2932508597493538,0.9994914569726259,0.008524299907373965,0.6954293478880094,0.1600887590663014,0.02241765250756278,-0.012414513435542007,0.018400762481606048,24.3031534989333,0.3840189730772411,0,0,0,0,0,1,0,0.8958333333333334,0.0,0.0,0.0,0.19444444444444445,0.0,0.0,0.0,0.8958333333333334
EBAY,0.03378963555360263,0.0520440578370235,0.07343154689786692,0.12515926866854685,0.20130342269564125,0.020392818768542945,0.3104165443877894,0.11025271783909983,2.186473889484626,0.7322072022910412,1.0,0.0,0.7208683077622025,0.49968085729123174,0.20615457054949715,0.005559714193074328,0.04318740845706559,24.091680753739986,0.08959807635630078,0,0,0,0,1,1,1,0.8125,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.8125
ECL,0.03005843722685654,0.02139917997686601,0.07322136648142044,0.04899459027358421,0.1255884293954791,0.012627007652536904,0.3681880347420182,0.20868555017996285,1.254036888904925,0.191524703769016,1.0,0.0,0.865352278657348,0.6729058684821314,-0.013518546660910347,0.04073190040551711,0.10308428935254943,23.509113080803978,0.07449967127588143,0,0,0,0,1,1,1,0.6180555555555556,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6180555555555556
ED,0.014904397330072578,0.00820888798935763,0.04938140288822172,0.02771514881483197,0.1916159579406973,0.027831305814543152,0.15863658496299693,0.08661111816543357,0.9178030099477454,0.19786265830712949,1.0000446699149754,0.00018170362609889492,0.9599067155963525,0.054101994912207615,0.035929187278867625,0.013316256167027252,0.05119999199446523,24.493377449427893,0.045245686694607136,0,0,0,0,1,1,1,0.9861111111111112,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.9861111111111112
EFX,0.03181881121022645,0.014446964834354637,0.0681449074730864,0.03051853450341688,0.2015585339664574,0.059305366503205365,0.23505219534212612,0.12136092424365673,1.0194552768635328,0.40028453818425075,1.0,0.0,0.7520662952233814,0.19185592106768745,-0.030427683684546403,0.02000860023737938,0.034500533244064435,22.340250533963175,0.037488859270666156,0,0,0,1,0,1,1,0.8125,0.75,0.0,0.0,0.0,-1.0,0.0,0.0,0.8125
EIX,0.007734684065190536,0.0068263472195898975,0.06240491356167356,0.05866479815106164,0.15130534536665913,0.060400641316447595,0.10460535903553901,0.04583082161651278,0.7923834076246626,0.2658696943688712,1.0,0.0,0.6954293478880094,0.1600887590663014,0.032211157124826695,0.008141435736188418,0.0,24.619658884040764,0.48895125465644945,0,0,1,0,0,0,1,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861111111111112
EK,-0.03665864502703645,0.07168610472334945,0.2212773131332728,1.0475529550704092,-0.007709289304259007,0.15276074901077036,0.3671365099119429,0.3334343523984608,2.046966864316869,0.6612671321946736,1.001317404689503,0.007555433283230078,-0.26030168942791987,1.1356166820907347,-0.16319601914106352,-0.0432954586848614,0.0,21.891689337814697,0.04727203951921681,0,0,1,0,1,1,1,0.7837837837837838,0.08108108108108109,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.02702702702702703,0.7837837837837838
EL,0.04639879252987236,0.018487292280994366,0.11187585881211376,0.0424375991459582,0.16036618374548497,0.03566745604340844,0.5177060095338636,0.28720446071472966,1.9336759521715687,0.2776199134357685,1.0000109894975553,4.517485235311993e-05,0.800777685363498,0.1600887590663014,-0.11122658430525023,0.025031267600554408,0.03116793634841386,22.87245130133694,0.05016337272524328,0,0,0,0,1,1,0,0.7916666666666666,0.8055555555555556,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.7916666666666666
EMC,0.023964260070086903,0.01351236560586657,0.04510190321989886,0.025089629323984383,0.16973946389017713,0.051778013044026794,0.2263624933939832,0.09224630445737331,1.3381908246338237,0.2792594105491728,1.0,0.0,0.23489135774353853,0.06836382269033578,0.03168312449473132,0.020660021820733565,0.025374196300093743,24.386799053283376,0.053562661992456226,0,0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMN,0.03280195675164557,0.014786440654462286,0.11125898007878068,0.04568952773073148,0.1613673962462986,0.023567352794109434,0.39549330157826657,0.2425679218561547,1.9863721091035105,0.6102832645926015,1.0,0.0,1.3085364994102267,0.35065945697572104,0.00567290918757668,0.029338088504376802,0.053596407662644285,23.225201208581336,0.06671709885220789,0,0,0,0,1,1,1,0.9513888888888888,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9513888888888888
EMR,0.03841812250751602,0.01922796517651523,0.09295901956109519,0.04798430271962076,0.15140468894906123,0.04048814197737867,0.9870315156892208,0.057372388087012595,1.396301920434152,0.27464372051627906,1.0000004686327086,2.811796252166765e-06,0.6954293478880094,0.1600887590663014,0.05081457818985058,-0.0017007197748432068,-0.004484410053672172,23.83057778868047,0.02628602741439495,0,0,0,0,1,1,0,0.5208333333333334,0.05555555555555555,0.0,0.0,-1.0,0.0,0.0,0.0,0.5208333333333333
EOG,0.010565296442237556,0.04291088672504925,0.06240491356167356,0.05866479815106164,0.055159706662740844,0.3664989754965748,0.18162046703696844,0.0926418702609593,1.3497757363130642,0.20023724579358393,1.0000298865491217,0.0001450291347845523,0.6954293478880094,0.1600887590663014,0.06259526349143463,0.016006129119099377,0.08738603662941835,24.07086707921894,0.06401397821527602,0,0,0,1,0,0,1,0.9930555555555556,0.0,0.0,0.027777777777777776,0.0,-1.0,0.027777777777777776,0.027777777777777776,0.9930555555555556
EP,-100.018658506828,535.6633298066249,54.06672424938165,301.3348214304594,-inf,0.04048814197737867,0.08237783316673498,0.1306718184735648,inf,0.2843035676911552,1.0,0.0,0.4973977810195485,0.1600887590663014,0.0,-0.1331640102281294,0.0,15.36490903982414,0.037488859270666156,1,0,1,1,0,0,0,0.7424242424242424,0.8484848484848485,0.0,0.030303030303030304,0.0,-1.0,0.030303030303030304,0.030303030303030304,0.7424242424242424
EQR,0.03707002005317914,0.04576428958248905,0.08183130867127729,0.09153705011738014,0.29448430982953194,0.07817027474664232,0.062437946062974155,0.03329934251645928,1.528075345360205,0.2843035676911552,1.0,0.0,0.8808678166489657,0.006740351128856426,0.047998194605983535,0.008068367414932442,0.0710916587420185,23.713149318141358,0.043685925006167345,0,0,0,1,0,0,1,0.9861111111111112,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.9861111111111112
EQT,-0.0015101551691481807,0.02825594146631276,-0.001613198570600698,0.06294353204355779,-0.21094169021196157,0.5818267164172264,0.07539188314703776,0.033374124400621985,1.9259824529097382,1.0308858954842546,1.0000214449901468,9.078430252866193e-05,0.5990592324278327,0.10381577033979891,0.09857917074005962,0.03246585590796136,0.0,23.29846192360322,0.8369808803015648,0,0,1,0,0,1,1,0.6891891891891893,0.7297297297297297,0.40540540540540543,0.0,0.0,0.0,0.0,0.0,0.6891891891891893
ERTS,0.021304668140057617,0.056861787316114215,0.03700526771271239,0.11371379892985099,0.22991440865429585,0.11580380626286248,0.2687777665518388,0.15319404858296717,1.781325343415707,0.6796006475367892,1.0,0.0,0.800777685363498,0.1600887590663014,0.09909992491590236,0.018083830657491973,0.0,22.538565493460194,0.013496932515337423,0,0,1,0,0,1,0,0.7972972972972974,0.02702702702702703,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.7972972972972973
ESRX,0.043503133506447175,0.015285347234187082,0.17846276875702227,0.08993742625685819,0.04753864537169114,0.0035638579473915755,1.609698406135411,0.5521321991098983,0.8110873070568441,0.2843035676911552,1.0,0.0,1.4845500696157008,1.0009522877890975,0.1275992211699235,0.035582585705375314,0.1476613114042915,23.159722733368646,0.003267040693191584,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ETFC,0.002669611806051934,0.002782806659809082,0.02275447878751344,0.025575140996708486,0.31361601244562726,0.2028686207669635,0.017084611527367656,0.008192206785616442,1.212616195549696,0.2843035676911552,0.9999999708087411,1.5564054315834454e-07,0.38434327232681287,0.1893671668603792,0.002189988056805481,0.010985229532412433,0.0,24.64160934839844,0.059233668791641325,0,0,1,0,0,1,1,0.8055555555555556,0.4166666666666667,0.0,0.027777777777777776,0.0,0.0,-1.0,-1.0,0.8055555555555556
ETN,0.030668120999282556,0.019396132072978252,0.0710876194837386,0.07838641659879411,inf,0.04048814197737867,0.0,0.0,1.515078882884173,0.1555614606408931,0.9999904412989038,8.793983280867762e-05,0.571431624117247,0.1087501406089831,0.0,0.021259344159439086,0.045025590142949046,24.145362477905643,inf,1,0,0,0,1,1,1,0.5483870967741936,0.03225806451612903,0.0,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.5483870967741935
ETR,0.007669242179234442,0.008951272964458577,0.03557200638235056,0.04451695537885226,0.12483801199379753,0.0715396245649599,0.11664690618118943,0.06444568404615983,1.046361286850085,0.30910826456579665,1.0,0.0,1.5248687934179486,0.24680701728436522,-0.01548710010893195,0.0067787056104582355,0.04017528542351845,24.504760833328003,0.08693929874140689,0,0,0,0,0,1,1,0.9236111111111112,0.05555555555555555,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.9236111111111112
EXC,0.015507595209281874,0.009511085046956311,0.05801587598068484,0.036657056286122695,0.15384151266890225,0.06712051030456428,0.13359918881005878,0.054245776983317465,1.287031288926001,0.3221762351151406,0.9985816256751394,0.007935958282916,0.703386230956834,0.500213151579225,0.04917148918461067,0.0241172497239579,0.0027937850589332403,25.195067156784376,0.3172637331843935,0,0,0,0,0,1,1,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108108108108107
EXPD,0.0597765733131793,0.028936248728955793,0.09159569998784449,0.04605535543585816,0.11614506321358267,0.021374195658257933,0.9113293296795968,0.3886715244555586,2.4941141148530717,0.2478092875397462,1.0003497154464247,0.0009976652453820944,0.4973977810195485,0.1600887590663014,0.041490524618790436,0.008751918284845894,0.05647485413690312,21.793910345482583,0.037488859270666156,0,0,0,1,0,1,0,0.9722222222222222,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.9722222222222222
EXPE,0.016291330209431035,0.016155774260811245,0.05997561126802045,0.06286001761124048,0.036080887751657506,0.070191597058146,0.3066781091266445,0.1894011864995048,0.7484661323457192,0.1359545669453402,1.0,0.0,0.9234631509777327,0.10058441312895419,-0.03692186142695375,0.02903263417540991,0.04077751479109204,23.197622525848608,0.1040379529238882,0,0,0,0,0,1,1,0.7567567567567568,0.8648648648648649,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.02702702702702703,0.7567567567567568
F,0.01622932776691134,0.015023339401654592,-0.19766956186209458,1.5293284943146128,0.033024981953347854,0.009661848161678204,0.34004393165109537,0.18659425460350315,1.2147512579246726,0.02479318023757727,1.0001620528340691,0.0009525505808374562,0.581965984907766,0.1600887590663014,0.03603976685386279,0.00808685411452692,0.015614414317303815,26.07827369151616,0.05548630644136347,0,0,0,1,1,1,0,0.6891891891891891,0.0,0.0,0.0,0.8648648648648649,-1.0,0.6216216216216216,0.6216216216216216,0.6891891891891893
FAST,0.08954474529556837,0.03560572758577046,0.11436298117018451,0.046536856856374265,0.23474146801286658,0.030955140524049043,0.7529041436647398,0.38095524201986164,5.3922361641010035,0.8572845480822424,1.0,0.0,0.19309197131693137,0.04592846534205948,-0.01457108365772608,0.024899526032428065,0.06376404988310358,21.541770158798332,0.03868521150953127,0,0,0,0,0,0,1,0.8125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8125
FCX,0.020731874489818954,0.016869167411981564,0.06240491356167356,0.05866479815106164,-0.2458125114957306,0.6167383283314442,0.17234467498706063,0.09438720813511463,2.4612585321864424,0.7616163017187397,1.0000774609392862,0.00023360359695232715,0.7526361961295918,0.54366978743183,-0.026586850432078757,0.012375561792623335,0.0,24.47021600082315,0.06401397821527602,0,0,1,1,0,1,1,0.5855263157894737,0.5263157894736842,-1.0,0.0,0.0,-1.0,0.0,0.0,0.5855263157894737
FDO,0.046235652765768825,0.02354196481866036,0.11394805882109708,0.059312757821252185,0.07601535966029385,0.008487932082540504,1.0803533144755653,0.34903224126790106,1.5891641573632067,0.12359240499930522,1.0,0.0,0.34285731767467986,0.12330017838880689,0.07370697714002516,0.013996339302260408,0.0014076331403538589,21.98045865060202,0.035592748007512234,0,0,0,0,0,0,1,0.7840909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.7840909090909091
FDX,0.02553796551511768,0.012570032002843595,0.05930825548374109,0.03330385564364226,0.06982161015900355,0.01546742422677263,0.5762858690366307,0.22860517246830164,1.6846084317890342,0.19711544831871122,1.0000639278074663,0.0003707336908392724,0.6193808245562942,0.31247298151228964,0.01513587477341427,0.02138734548036081,0.027973366550490653,24.32835359905517,0.06401397821527602,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
FE,0.00206928023916417,0.027454967064617017,-0.008053649487971484,0.19405705034266724,0.10557258970552495,0.14552249143821436,0.15044844924586154,0.08207096574383832,0.5880328424376082,0.11950790397810133,0.9997300595042771,0.004330294845297224,0.6954293478880094,0.1600887590663014,0.03385651428229863,0.004504593100325804,0.0488835614303178,24.55996236461155,0.06401397821527602,0,0,0,1,0,1,0,0.9054054054054054,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.9054054054054054
FHN,0.0026331554152575925,0.0034507683756281513,0.027358850191966867,0.03567701858273276,0.15140468894906123,0.04048814197737867,0.025686723542431244,0.014170852477439013,1.3086230987565755,0.2843035676911552,1.0,0.0,1.0881544002593388,0.23201851259925163,0.05139839577630401,0.01269995646867872,0.0,24.054677646211697,0.02797485482132331,0,0,1,0,0,1,1,0.7430555555555556,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.7430555555555556
FII,0.06793326527137544,0.03409163710712291,0.1373637994591163,0.06775684642072845,0.2994493657096582,0.02466290301436564,0.35372250887268714,0.14391908135863288,2.4781833953500856,0.6596524793566263,1.0,0.0,0.4973977810195485,0.1600887590663014,0.003779203550884125,0.010617833302673407,0.037263264021528686,20.88808090259051,0.012837999268510088,0,0,0,0,0,1,0,0.9722222222222222,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.9722222222222222
FIS,0.01770018128739619,0.012062717150907662,0.03961206610507073,0.027159160911400165,0.15255135212926862,0.01670847146688223,0.20391521550939842,0.11359868995563607,1.3674817413017197,0.24321116555955374,1.0000544908199158,0.00024622252021348,0.8135509838135515,0.17801683801887166,-0.0052420123550572795,0.01514957976897735,0.06306098839720153,23.614316361342045,0.021374531935845827,0,0,0,0,0,1,1,0.8125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8125
FISV,0.03445692872062994,0.01823555825161017,0.11370378708908804,0.07837975268468204,0.25134782731039124,0.04030830457906637,0.22361632421562405,0.08976870199928214,1.135802990876276,0.17023756125972206,1.0000344073726035,0.00015197714895944862,1.0088850105732061,0.055105845813574715,0.03668017794162237,0.008482859548357924,0.05482601985158442,22.953469884593325,0.07664050238044613,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
